1	1	25.207965	46.544248	42.522512	63.871772	39.382217	23.829383	4.631348	61.934018	91.438935	45.062737	0.771052	0.329560	0.986969	0.998859	0.626576	0.525277	0.448087	0.120167	0.843835	0.947264	130.216790	5.000000	94.695681	24.639309	3.000000	55.776073	10.868323	5.000000	11.520291	55.831259	3.000000	0.030063	8.698241	3.000000	0.037940	10.449627	1.000000	0.031970	13.081903	1.000000	0.011289	6.686157	6.000000	99.833273	13.361731	4.000000	81.167787	9.148320	2.000000	14.428042	21.020305	5.000000	0.017308	7.544719	4.000000	54.577178	26.888006	1.000000	0.020225	10.652495	6.000000	0.043969
2	2	41.800291	34.598248	18.518696	94.063698	85.509865	26.440927	99.629765	8.153095	99.983902	25.655130	0.703011	0.139336	0.202979	0.881151	0.501332	0.697417	0.181252	0.748172	0.218738	0.553098	37.005667	3.000000	34.001040	53.844299	5.000000	41.344984	15.124730	4.000000	59.116637	45.707233	3.000000	0.016872	0.679434	4.000000	0.012271	6.034642	3.000000	0.010401	12.241693	4.000000	0.036108	17.269820	4.000000	11.008378	13.998602	4.000000	30.662002	11.404231	4.000000	61.223510	44.734756	6.000000	0.093098	41.403795	6.000000	54.546674	33.274642	6.000000	0.012190	8.478889	3.000000	0.012621
3	1	10.796660	90.553857	53.033419	18.114564	32.113399	62.531354	97.743267	32.905113	32.342655	1.545703	0.205426	0.512045	0.116518	0.206842	0.908688	0.393625	0.510888	0.347375	0.409502	0.868691	168.785663	5.000000	86.860794	8.830186	3.000000	53.358011	23.140341	3.000000	91.414342	39.269803	1.000000	0.027805	1.065875	5.000000	0.010592	17.416967	4.000000	0.024749	2.714520	5.000000	0.010158	15.304522	6.000000	9.810491	7.129448	5.000000	35.087610	4.022038	5.000000	52.380232	44.195078	5.000000	0.283828	3.731045	2.000000	18.873978	57.644335	6.000000	0.014110	17.040201	3.000000	0.017699
4	2	58.004503	6.724604	79.729350	74.389253	97.285572	51.308197	25.336317	79.860550	33.051074	59.810461	0.974037	0.165191	0.118454	0.666294	0.949435	0.477862	0.908613	0.744212	0.717006	0.963025	9.992001	6.000000	76.717403	42.516109	6.000000	28.988810	3.547912	4.000000	32.532686	16.017347	5.000000	0.025897	8.834711	4.000000	0.041475	12.707626	4.000000	0.057723	17.522742	6.000000	0.016571	9.896686	4.000000	88.760310	17.216372	6.000000	36.011789	9.227742	5.000000	22.339680	20.017174	6.000000	0.096280	20.135147	6.000000	76.070119	26.346667	1.000000	0.024973	11.644262	4.000000	0.057538
5	1	24.233304	31.550032	59.063322	82.211246	92.660862	9.912018	89.444290	85.563190	86.884696	21.285089	0.371713	0.436601	0.161930	0.905626	0.295930	0.619081	0.536394	0.134161	0.422455	0.626344	77.161561	6.000000	50.071304	55.634009	3.000000	61.841756	0.973575	4.000000	83.228602	52.157207	1.000000	0.016378	0.221731	5.000000	0.010700	5.885597	1.000000	0.022358	0.622445	6.000000	0.094311	15.323558	3.000000	97.815969	11.826189	2.000000	76.373684	15.285794	5.000000	87.197744	17.370373	6.000000	0.046020	13.681357	4.000000	39.143920	20.883178	5.000000	0.038624	14.705676	6.000000	0.059882
6	1	53.806031	57.361591	89.586444	95.709778	95.322056	47.414714	62.934103	62.573432	39.958471	17.227468	0.327963	0.928347	0.857453	0.257044	0.550979	0.152141	0.550296	0.685237	0.610667	0.916917	123.103222	6.000000	37.032412	39.513848	5.000000	65.041792	9.065551	3.000000	78.905016	31.235242	1.000000	0.039401	0.427829	4.000000	0.017108	7.920742	2.000000	0.035409	2.658500	3.000000	0.012059	13.083998	3.000000	54.081027	13.005397	2.000000	57.651359	2.825796	2.000000	23.148773	21.150092	1.000000	0.011542	5.736055	5.000000	23.164987	16.970970	4.000000	0.011162	0.784927	5.000000	0.016547
7	1	56.332447	34.066981	94.799110	50.988631	71.116211	64.000711	71.039003	52.294000	45.615681	43.094253	0.312096	0.352687	0.793670	0.598218	0.100752	0.488615	0.313444	0.683749	0.104424	0.331487	82.458526	5.000000	10.009954	57.893670	5.000000	96.927374	20.243617	5.000000	58.915080	4.130092	6.000000	0.036763	4.971323	5.000000	0.014142	16.904482	4.000000	0.012571	0.398544	4.000000	0.024552	5.654418	3.000000	18.707778	6.950318	2.000000	78.713039	10.204810	4.000000	77.521273	3.280183	1.000000	0.023863	47.638633	2.000000	18.413457	12.580160	3.000000	0.010811	16.909528	5.000000	0.041825
8	2	41.420527	7.753522	70.482303	88.551146	92.839173	84.720831	73.734974	64.341279	54.797323	66.514377	0.857024	0.178595	0.964711	0.792147	0.396257	0.406990	0.150371	0.804861	0.272942	0.376115	145.069521	3.000000	26.453404	57.631231	5.000000	26.936188	2.443552	5.000000	26.428580	55.823154	6.000000	0.019228	15.082521	4.000000	0.022304	7.821893	2.000000	0.028601	3.927621	2.000000	0.012181	7.363617	2.000000	41.975705	11.546913	6.000000	13.057597	5.842295	2.000000	44.468446	2.822337	4.000000	0.017372	17.213423	6.000000	96.123790	23.370549	5.000000	0.013399	2.401493	2.000000	0.012731
9	1	6.797615	22.236945	28.512032	37.538795	32.705215	89.045244	38.302570	58.150366	49.978590	38.396473	0.170865	0.635782	0.593477	0.710252	0.603081	0.215081	0.931389	0.648827	0.143955	0.545237	77.651804	3.000000	29.026223	4.392945	4.000000	80.950335	9.818479	2.000000	54.738172	4.423957	5.000000	0.032907	14.469598	3.000000	0.010481	15.872673	5.000000	0.013429	17.229195	1.000000	0.050830	12.331648	6.000000	90.422704	13.424740	1.000000	24.046830	5.132814	4.000000	19.885085	26.714658	5.000000	0.026652	69.025278	3.000000	55.309674	47.930271	1.000000	0.060888	11.317488	4.000000	0.042631
10	1	15.228341	87.559912	84.755026	25.905452	86.283718	4.397638	7.616257	34.398283	51.953611	2.984672	0.164402	0.537444	0.312980	0.689993	0.630553	0.826130	0.890918	0.564125	0.740893	0.835266	69.789313	3.000000	3.565852	46.150572	1.000000	62.659315	25.047798	4.000000	8.087737	33.342037	5.000000	0.022523	2.106088	3.000000	0.036107	15.834266	1.000000	0.014529	1.024113	5.000000	0.018142	12.414277	5.000000	62.109433	1.897577	5.000000	33.301307	5.627472	6.000000	24.391640	48.911715	4.000000	0.030387	44.320976	3.000000	72.689497	41.861940	3.000000	0.022993	14.115052	1.000000	0.018710
