1	2	3.117320	74.200970	18.632993	89.071739	0.800484	0.949064	0.335627	0.328507	0.721831	6.000000	0.010600	175.118562	6.000000	0.013624	1.059396	1.000000	0.011480	0.878804	5.000000	84.001330	92.118180	1.000000	17.411845	28.845624	5.000000	0.010291	0.429104	6.000000	0.033530
2	2	52.237838	83.492187	50.814586	39.909369	0.714253	0.943390	0.632242	0.192896	1.243836	5.000000	0.011242	167.751343	6.000000	0.093270	0.325633	2.000000	0.023578	0.556236	2.000000	37.072428	71.809040	1.000000	70.482810	46.120549	6.000000	0.010074	0.684671	1.000000	0.041587
3	2	43.745980	7.226122	92.342181	24.974023	0.606390	0.677661	0.897789	0.673275	0.720033	2.000000	0.016504	95.873289	4.000000	0.049270	13.017429	2.000000	0.011404	1.102222	6.000000	94.794788	45.881604	3.000000	32.916450	26.718393	3.000000	0.015760	0.890747	1.000000	0.010284
4	1	49.735648	11.025835	34.926623	26.548179	0.135425	0.130822	0.855088	0.910080	1.544992	1.000000	0.148993	150.457203	6.000000	0.016975	4.792221	6.000000	0.015445	1.348786	1.000000	33.294403	2.779072	5.000000	54.950053	51.771640	1.000000	0.168850	0.570828	5.000000	0.019056
5	1	69.499611	16.687443	16.743046	22.440356	0.508815	0.372524	0.402301	0.109995	0.223409	2.000000	0.015915	93.614599	3.000000	0.035490	4.520087	1.000000	0.044205	0.243579	2.000000	32.259623	3.494144	5.000000	65.073360	36.364507	5.000000	0.779672	1.540064	6.000000	0.015044
6	2	76.388807	22.239384	25.306460	38.504534	0.252161	0.214626	0.682269	0.440752	0.435176	4.000000	0.010568	22.033788	1.000000	0.030323	5.362215	6.000000	0.017143	0.638957	4.000000	83.449504	158.803598	5.000000	77.315529	28.465479	3.000000	0.016198	0.393417	5.000000	0.011133
7	2	52.500586	27.030749	10.174392	23.888714	0.795033	0.552590	0.661456	0.429007	1.183999	2.000000	0.010994	127.307953	6.000000	0.010899	8.886665	6.000000	0.019333	1.555206	3.000000	44.280643	87.676161	1.000000	11.037486	22.115834	2.000000	0.016374	0.873080	5.000000	0.044693
8	1	21.129583	14.922458	8.958282	12.761739	0.539862	0.419877	0.303424	0.871864	0.694966	2.000000	0.057700	23.320324	3.000000	0.153852	9.840968	3.000000	0.018868	0.810681	1.000000	77.551291	58.011487	1.000000	31.127066	57.426143	2.000000	0.011798	1.479906	2.000000	0.020266
9	2	89.810632	32.614578	73.898656	58.926748	0.734569	0.512982	0.957295	0.858486	0.929271	4.000000	0.096376	51.705738	1.000000	0.012899	10.657410	6.000000	0.013691	0.481497	6.000000	41.528774	104.783674	6.000000	30.232745	13.240611	5.000000	0.059301	0.530955	6.000000	0.015002
10	1	10.447030	31.435604	74.274551	55.349953	0.490364	0.170175	0.171781	0.442213	0.032328	3.000000	0.014369	19.549529	3.000000	0.339481	3.119891	2.000000	0.010195	0.851023	5.000000	23.270280	4.235890	4.000000	36.386973	46.894801	3.000000	0.011126	1.263935	6.000000	0.033128
11	2	44.853719	39.343089	93.728587	34.673679	0.171444	0.856626	0.811872	0.890709	0.088808	2.000000	0.010639	91.888420	5.000000	0.010602	10.243774	5.000000	0.024984	0.706301	1.000000	76.038126	172.681113	1.000000	23.654060	35.743992	4.000000	0.016231	1.528731	1.000000	0.014307
12	1	89.334247	21.797326	38.838501	24.618969	0.766601	0.985681	0.560536	0.578697	0.792596	4.000000	0.037794	133.859090	2.000000	0.018428	11.448638	4.000000	0.757883	1.360834	1.000000	86.228442	13.612436	5.000000	29.321498	27.686131	1.000000	0.010603	0.192907	2.000000	0.024547
13	2	35.986975	92.572670	3.225497	46.004009	0.286951	0.260276	0.892060	0.163687	1.023755	4.000000	0.051529	115.494214	3.000000	0.013068	10.891532	4.000000	0.045523	1.308563	6.000000	46.850048	96.280497	3.000000	56.119357	25.503174	2.000000	0.020935	0.692072	2.000000	0.024219
14	2	68.303685	35.664127	9.645308	40.698800	0.638009	0.154078	0.879054	0.730010	1.108012	6.000000	0.013384	160.633133	2.000000	0.047084	10.425735	3.000000	0.013692	1.177842	4.000000	26.050048	92.420143	3.000000	96.351731	23.227689	5.000000	0.016205	0.579493	3.000000	0.010143
15	1	75.087179	21.144625	33.356017	31.275020	0.769725	0.737215	0.462355	0.142274	1.436707	4.000000	0.021273	88.455528	1.000000	0.012980	0.383520	5.000000	0.013657	0.453959	6.000000	64.631985	150.598660	4.000000	13.766341	35.714218	5.000000	0.010890	1.480528	2.000000	0.028781
16	2	72.865537	2.800299	40.995042	15.221008	0.659451	0.559633	0.893059	0.140954	1.568223	6.000000	0.013691	27.488238	1.000000	0.015508	11.196304	6.000000	0.019117	0.299900	2.000000	40.956622	31.352416	3.000000	85.885367	49.005805	1.000000	0.154598	0.953271	5.000000	0.084703
17	1	32.327117	67.924672	39.496052	72.519352	0.657836	0.550296	0.175660	0.985327	1.116532	1.000000	0.022205	93.356216	2.000000	0.110103	7.332651	3.000000	0.012892	0.119017	4.000000	2.670580	105.211663	3.000000	72.603167	37.339330	1.000000	0.010893	1.405792	4.000000	0.181868
18	1	38.554411	16.223745	25.216021	75.604394	0.177697	0.168614	0.279881	0.921467	1.083494	1.000000	0.135062	145.270695	1.000000	0.021753	10.318226	2.000000	0.019247	0.849321	2.000000	19.214412	181.873051	6.000000	85.311030	47.845911	5.000000	0.016169	1.390727	5.000000	0.081368
19	2	56.374838	27.391121	79.345258	81.413333	0.834026	0.573651	0.745525	0.173504	0.430464	6.000000	0.011886	156.996281	5.000000	0.024413	13.194712	1.000000	0.010769	0.737641	5.000000	62.817266	135.213998	5.000000	9.321569	54.822587	6.000000	0.201763	1.143755	4.000000	0.229192
20	1	75.249420	2.115932	4.588158	98.067636	0.261410	0.682130	0.460047	0.967640	0.297761	4.000000	0.012148	125.547914	6.000000	0.015474	6.527194	4.000000	0.014113	0.582290	2.000000	85.538196	152.242586	1.000000	47.778216	39.648503	4.000000	0.057601	0.202256	5.000000	0.011725
21	2	86.148619	51.079817	19.125067	69.804794	0.968360	0.158152	0.622737	0.592143	1.150991	4.000000	0.023654	119.592693	1.000000	0.079700	6.382758	4.000000	0.026207	1.587456	2.000000	61.151089	9.427870	1.000000	47.463317	14.348846	3.000000	0.030455	0.163624	3.000000	0.032005
22	1	3.104637	65.414951	78.850847	81.769623	0.720679	0.603683	0.686824	0.215189	0.611660	5.000000	0.457165	132.228327	6.000000	0.016662	10.884239	1.000000	0.010721	0.090829	6.000000	5.782006	159.762097	2.000000	83.277301	29.832334	2.000000	0.045547	1.347011	4.000000	0.027212
23	2	9.141290	94.716277	51.122694	69.389370	0.913322	0.138636	0.706156	0.118228	0.409093	5.000000	0.010401	62.405991	4.000000	0.056443	7.968887	1.000000	0.016172	1.586733	3.000000	42.989818	43.900142	6.000000	33.026756	44.826571	4.000000	0.011605	0.526322	2.000000	0.012070
24	1	65.452061	89.672103	24.066255	65.722962	0.285620	0.835526	0.233941	0.728823	0.078794	5.000000	0.099122	11.472969	6.000000	0.049257	14.586657	3.000000	0.015740	1.361465	5.000000	2.787622	75.945990	6.000000	14.203346	42.044407	4.000000	0.012962	0.910841	2.000000	0.010098
25	1	18.455421	27.195411	38.128916	55.390930	0.348497	0.572705	0.980418	0.338062	1.398342	1.000000	0.010847	164.672749	5.000000	0.017949	6.457044	2.000000	0.021884	1.097880	1.000000	52.433498	134.624491	4.000000	90.499155	12.894524	1.000000	0.020521	0.935730	6.000000	0.018579
