1	2	43.068954	8.629923	62.937099	40.146556	53.121515	55.017818	82.506679	62.173810	11.069994	0.840970	0.656126	0.191545	0.752876	0.914795	0.793506	0.802059	0.858080	0.346416	53.691942	1.000000	17.715447	3.623068	6.000000	0.011891	11.964714	1.000000	0.060357	2.277840	5.000000	0.283252	1.631808	1.000000	0.018111	1.516582	2.000000	0.025819	1.050413	4.000000	0.027930	60.321565	4.000000	50.465632	1.149499	4.000000	75.313107	0.410264	2.000000	58.192812	3.362353	2.000000	0.018891	0.945405	2.000000	0.015221	0.908140	5.000000	0.012299	0.654422	5.000000	0.124679	100.091604	6.000000	0.018844	92.096638	1.000000	82.398242	0.497303	6.000000	25.952805
2	1	37.361813	85.761205	20.032576	44.199217	1.513212	21.541433	31.667005	44.912158	46.046146	0.974923	0.375871	0.116954	0.420216	0.817391	0.183151	0.836627	0.542943	0.631446	88.470127	3.000000	43.637476	2.103019	2.000000	0.012450	1.428076	2.000000	0.021196	1.594060	5.000000	0.012699	1.425771	2.000000	0.121860	1.964530	4.000000	0.011559	1.284977	6.000000	0.035752	70.028552	2.000000	81.941800	2.716145	5.000000	38.504667	1.265313	2.000000	56.877488	3.498869	6.000000	0.092135	0.143015	1.000000	0.058495	0.078728	5.000000	0.014093	0.828902	4.000000	0.010561	159.145868	5.000000	0.045638	29.628130	6.000000	15.245214	1.277746	2.000000	47.917779
3	2	58.234622	2.065171	96.127320	91.231879	35.923294	39.525747	17.473237	35.857466	30.854106	0.369072	0.445000	0.513789	0.836337	0.908581	0.300778	0.525085	0.644280	0.192424	20.058132	3.000000	80.667190	4.022182	6.000000	0.011540	5.172024	4.000000	0.018552	2.946628	4.000000	0.033784	0.239447	6.000000	0.019027	3.032651	4.000000	0.011947	0.713388	6.000000	0.024396	15.948495	6.000000	85.016510	0.129840	5.000000	38.125076	1.383105	2.000000	29.676979	0.913798	4.000000	0.015288	0.335798	1.000000	0.018735	0.583585	4.000000	0.507394	0.021753	1.000000	0.014302	27.277285	4.000000	0.037289	69.503071	3.000000	4.431854	0.207008	6.000000	20.654317
4	2	29.356928	73.269364	58.770682	97.912413	82.314650	63.601776	9.423979	66.016775	51.176029	0.192423	0.554095	0.113113	0.954788	0.135212	0.441338	0.966223	0.451918	0.835119	110.537805	4.000000	19.739334	4.063587	6.000000	0.011409	6.932066	3.000000	0.053424	4.762947	1.000000	0.024063	0.025767	5.000000	0.010086	3.157744	1.000000	0.013427	0.440875	5.000000	0.017827	5.795619	1.000000	5.735465	2.652428	6.000000	34.875354	1.182069	5.000000	95.400190	3.404513	6.000000	0.019345	1.238595	2.000000	0.012610	0.761884	4.000000	0.040292	0.832115	4.000000	0.027537	112.033725	4.000000	0.011511	138.585253	3.000000	21.341222	0.757997	5.000000	78.195969
5	2	2.633525	27.057753	69.683439	28.397669	5.896804	95.052543	9.813592	13.838764	81.095072	0.101695	0.231288	0.276180	0.217625	0.456157	0.260406	0.945839	0.180245	0.427292	66.100179	1.000000	61.066689	2.871855	6.000000	0.163970	8.151924	3.000000	0.013323	0.056594	6.000000	0.020364	0.423620	5.000000	0.069680	1.774914	3.000000	0.114423	0.454863	2.000000	0.013743	46.848790	6.000000	19.629124	1.659396	6.000000	35.043718	0.743353	5.000000	61.186632	2.307559	3.000000	0.030736	0.962524	4.000000	0.138441	0.505982	3.000000	0.692439	0.832095	5.000000	0.015532	82.354145	2.000000	0.010471	179.519589	6.000000	51.228135	0.373937	2.000000	78.119859
6	1	46.346918	3.687338	68.502580	21.970077	8.890198	1.382425	64.155130	36.377752	53.435985	0.278364	0.967447	0.235079	0.873417	0.570935	0.622536	0.719982	0.386795	0.384291	177.507067	3.000000	98.014199	2.960108	5.000000	0.017729	3.539294	4.000000	0.015684	1.512041	1.000000	0.025421	1.168056	4.000000	0.013936	1.549677	3.000000	0.049141	0.793923	4.000000	0.023629	12.356205	4.000000	71.949220	4.452353	5.000000	88.767383	1.333811	4.000000	84.201030	2.620934	5.000000	0.017153	0.939094	4.000000	0.036801	0.432735	2.000000	0.011474	1.181577	4.000000	0.010094	87.523147	4.000000	0.046878	6.905686	4.000000	30.945290	1.069878	2.000000	99.169730
7	1	62.215514	49.614972	72.787876	62.852010	25.191782	59.288350	55.323323	23.552717	9.096262	0.827566	0.218200	0.174821	0.845911	0.731868	0.234209	0.939082	0.302012	0.986265	44.845073	6.000000	12.100650	1.410011	1.000000	0.030274	3.153392	5.000000	0.057542	4.122173	4.000000	0.010598	0.130049	1.000000	0.147896	4.488512	6.000000	0.047601	0.687471	2.000000	0.021812	62.932810	4.000000	31.382567	0.604886	1.000000	48.668129	1.392246	4.000000	19.311814	0.288867	6.000000	0.012792	0.397281	6.000000	0.011523	0.149204	3.000000	0.018887	1.089354	1.000000	0.019261	76.461643	3.000000	0.011704	15.097935	2.000000	14.707803	0.273815	6.000000	60.964597
8	1	2.540719	24.121702	54.538325	70.736017	6.525929	6.396675	41.633889	52.429578	94.924348	0.552029	0.452924	0.996509	0.804386	0.401422	0.492005	0.666535	0.828293	0.215817	88.700981	5.000000	89.285370	3.361581	5.000000	0.019093	2.025073	6.000000	0.020779	2.911401	4.000000	0.035969	1.081072	1.000000	0.021010	3.291220	1.000000	0.010023	1.409985	1.000000	0.062517	68.800384	4.000000	74.968797	2.616262	4.000000	79.465810	1.503800	5.000000	66.326249	1.145496	3.000000	0.193183	0.977162	2.000000	0.030167	0.031532	3.000000	0.014065	0.550662	2.000000	0.015317	140.404661	5.000000	0.027577	166.397890	2.000000	94.259025	1.090230	6.000000	97.241221
9	2	20.592576	4.673383	67.171557	67.325747	37.453200	87.564220	67.365163	17.434468	84.992519	0.113844	0.701207	0.940414	0.453927	0.104767	0.886866	0.557417	0.711720	0.188597	112.507326	3.000000	31.603131	4.630722	6.000000	0.038823	8.801412	3.000000	0.021657	3.638244	4.000000	0.012007	0.240895	6.000000	0.019938	2.709395	2.000000	0.012450	1.402107	5.000000	0.071942	64.326446	4.000000	43.190976	0.247919	4.000000	78.862124	0.697474	5.000000	81.979810	0.952032	2.000000	0.048748	0.039575	4.000000	0.267500	0.222272	4.000000	0.452416	0.518633	1.000000	0.013172	28.367311	1.000000	0.118583	108.164933	5.000000	53.876820	0.741248	6.000000	72.279154
10	1	29.795361	17.843488	54.492811	82.890367	63.253309	27.518716	28.712920	29.503931	29.429008	0.247312	0.787745	0.601972	0.987195	0.336188	0.575868	0.150552	0.367458	0.767781	170.353105	4.000000	97.818444	0.549566	3.000000	0.012049	1.143096	5.000000	0.087297	4.341683	6.000000	0.015739	1.042712	3.000000	0.064839	1.503178	4.000000	0.011836	0.741362	1.000000	0.044091	48.979050	2.000000	50.550875	1.500293	6.000000	32.943299	1.100278	5.000000	57.387239	2.001982	1.000000	0.216979	1.087691	4.000000	0.015742	1.282170	2.000000	0.070525	0.793212	2.000000	0.035275	163.274297	2.000000	0.023160	56.774528	4.000000	19.176182	0.986383	1.000000	19.485051
