1	1	369.532130	79.872204	20.294534	699.338858	10.567804	30.349335	53.696892	50.834281	88.748669	0.893910	0.634942	0.736538	0.532882	0.713195	0.362397	0.823681	0.834440	0.274304	1.673956	2.000000	0.163898	7.683609	5.000000	48.196155	2.784864	6.000000	42.345651	0.765609	4.000000	41.666756	4.966868	5.000000	0.012607	4.551944	3.000000	0.051869	3.883486	3.000000	0.107256	4.763021	5.000000	0.018167	1.972409	4.000000	0.226712	0.337594	2.000000	0.137760	5.945598	3.000000	45.794616	4.488398	2.000000	0.057404	13.130705	4.000000	12.738544	4.174039	6.000000	0.118968	2.103850	1.000000	81.232983	3.736755	2.000000	79.016152	2.017017	1.000000	64.289122	0.881887	1.000000	0.015305	2.740755	2.000000	0.010341	3.349399	4.000000	93.462376	5.927813	3.000000	0.028213	1.303471	1.000000	0.018479	3.306904	4.000000	0.013032	3.263864	3.000000	82.991251	102.150885	2.000000	54.055813	5.744134	5.000000	52.673630
2	3	607.744613	87.673525	91.773355	999.628298	79.873128	93.200822	43.613844	62.094547	53.894149	0.765126	0.412211	0.936923	0.238190	0.489870	0.798325	0.270656	0.620733	0.429805	0.634487	1.000000	0.014199	11.917785	5.000000	38.336492	3.025394	1.000000	66.381799	4.672243	4.000000	35.946374	1.786955	6.000000	0.011052	1.769848	5.000000	0.011219	1.990356	5.000000	0.057146	12.116383	1.000000	0.022894	8.851451	6.000000	0.028502	4.059088	2.000000	0.012349	4.540404	5.000000	2.073128	4.024140	3.000000	0.042576	13.268772	1.000000	43.876232	3.286593	5.000000	0.010326	3.710836	2.000000	95.324307	0.849589	3.000000	9.677163	1.622891	3.000000	17.300585	2.950731	3.000000	0.010874	3.813016	2.000000	0.078029	0.796421	1.000000	10.280700	166.854226	1.000000	0.010450	4.009007	6.000000	0.048590	0.559983	6.000000	0.044561	4.170959	4.000000	27.202149	25.427878	1.000000	38.093703	6.674648	4.000000	49.545474
3	1	329.714644	19.677278	15.086509	910.987441	1.652224	79.287289	35.811659	78.391122	14.344409	0.147781	0.717312	0.466585	0.753300	0.169667	0.957837	0.224289	0.909239	0.294659	3.006119	4.000000	0.047856	8.808604	3.000000	4.896937	3.677955	5.000000	91.072701	1.981426	3.000000	5.591823	4.399184	1.000000	0.016438	3.960247	6.000000	0.169263	2.218110	2.000000	0.016495	1.761965	5.000000	0.011370	1.996335	6.000000	0.017081	0.333802	3.000000	0.024107	0.923752	1.000000	64.181034	0.173450	5.000000	0.021244	6.385527	2.000000	29.388999	4.339813	5.000000	0.040640	0.270419	5.000000	21.725010	3.775006	3.000000	8.660657	2.511613	2.000000	36.281874	0.775002	2.000000	0.014433	1.958944	2.000000	0.034020	1.724829	1.000000	54.846584	154.336831	4.000000	0.137533	4.068724	3.000000	0.014515	0.336717	5.000000	0.010735	4.059711	3.000000	76.058854	112.759866	3.000000	2.853856	8.515458	1.000000	83.047519
4	2	317.882077	18.238798	50.922659	449.312159	40.324766	36.286116	24.036373	16.375695	48.390607	0.877956	0.181455	0.589844	0.450191	0.244993	0.866318	0.314847	0.460937	0.947818	0.051729	2.000000	0.012697	6.460782	6.000000	38.377992	3.698397	5.000000	90.784963	2.059206	2.000000	67.022086	0.081977	2.000000	0.027409	0.945553	5.000000	0.152385	2.128418	2.000000	0.012523	2.551859	3.000000	0.024245	13.830684	4.000000	0.013741	4.089439	2.000000	0.014741	3.058741	6.000000	27.714878	2.836260	5.000000	0.065188	9.812124	4.000000	14.270413	4.626624	1.000000	0.019848	1.412191	4.000000	18.646044	4.381446	6.000000	75.360709	5.204382	1.000000	90.142957	0.382785	5.000000	0.031836	3.049785	3.000000	0.023165	0.878831	6.000000	77.351005	73.358823	4.000000	0.011968	2.828622	4.000000	0.012525	1.618303	5.000000	0.031515	2.271694	3.000000	81.553847	52.001502	5.000000	59.396126	12.002211	2.000000	76.321719
5	2	593.039006	78.775341	10.594973	649.166407	92.345567	32.373572	14.582301	27.575513	69.498681	0.106932	0.917985	0.709366	0.503515	0.931234	0.483497	0.568708	0.934899	0.831299	0.839437	4.000000	0.051213	5.604893	2.000000	78.485443	2.517966	6.000000	48.842949	1.053750	4.000000	26.985462	3.500585	6.000000	0.024481	3.741448	3.000000	0.074481	4.283989	5.000000	0.030626	14.036343	1.000000	0.013567	11.451851	1.000000	0.011604	4.552648	2.000000	0.017530	0.462905	5.000000	61.023884	0.080251	6.000000	0.109723	11.203363	4.000000	57.404900	1.704072	1.000000	0.014195	1.285813	3.000000	11.697106	4.828211	4.000000	88.818863	0.629727	3.000000	78.524031	2.605307	6.000000	0.011613	1.828070	1.000000	0.063556	4.303274	1.000000	72.463479	120.974329	4.000000	0.032097	2.839970	1.000000	0.033355	0.752076	2.000000	0.014178	4.297912	5.000000	16.282112	126.185270	4.000000	74.333488	6.535059	6.000000	93.866189
6	7	345.235142	87.373464	2.790719	936.219477	91.872870	10.163015	38.002428	1.115331	19.958513	0.475538	0.733428	0.669251	0.544286	0.431373	0.498547	0.622513	0.560430	0.798199	3.925415	3.000000	0.017842	5.522836	3.000000	55.319264	1.068934	5.000000	70.299446	3.846237	6.000000	53.469030	3.073295	3.000000	0.025888	1.852443	4.000000	0.078411	5.457659	5.000000	0.015412	13.093881	5.000000	0.078341	6.048329	3.000000	0.011884	4.153600	5.000000	0.027723	1.548372	4.000000	58.921645	4.285917	4.000000	0.079131	11.956307	6.000000	51.548239	5.403510	3.000000	0.015458	0.710682	6.000000	32.326324	0.119214	4.000000	89.807680	0.694550	6.000000	65.058253	1.841174	2.000000	0.010334	2.531307	1.000000	0.116103	1.525198	5.000000	62.416381	78.471595	4.000000	0.043696	1.865197	5.000000	0.012318	3.809694	3.000000	0.098372	1.967248	6.000000	47.489605	164.618626	5.000000	22.423612	8.324444	6.000000	31.577320
7	3	412.576632	74.088427	81.640884	261.453953	5.580391	73.289973	20.162476	15.764467	67.551331	0.485178	0.386064	0.418946	0.468630	0.132161	0.375975	0.767517	0.803707	0.355561	1.004899	2.000000	0.030160	2.494609	5.000000	19.829245	0.450711	3.000000	18.733859	2.194574	2.000000	89.064547	3.736716	1.000000	0.017385	0.122113	4.000000	0.110160	3.414362	4.000000	0.026743	6.094536	4.000000	0.039642	12.625235	6.000000	0.483000	1.172303	2.000000	0.016083	2.829290	5.000000	93.800532	1.698949	1.000000	0.022113	11.183377	5.000000	92.055900	1.326716	4.000000	0.033143	0.576689	1.000000	97.321950	5.028282	4.000000	61.054253	0.535310	3.000000	73.789627	2.702010	6.000000	0.175459	1.020768	4.000000	0.022336	3.668419	6.000000	50.850655	97.181650	5.000000	0.014991	0.750066	3.000000	0.018152	0.684028	6.000000	0.012910	2.610699	2.000000	36.510344	119.503770	5.000000	39.238216	12.189578	4.000000	9.770721
8	2	979.710775	51.269374	76.279501	366.867026	61.838522	89.520788	25.662627	54.540758	67.318802	0.424916	0.897738	0.150612	0.338077	0.391089	0.202311	0.695681	0.498557	0.819026	1.460613	3.000000	0.046673	8.103995	4.000000	7.861217	5.840065	2.000000	6.494699	1.343823	2.000000	54.973022	3.484225	3.000000	0.107339	2.383962	4.000000	0.012983	1.896015	6.000000	0.017995	4.569113	3.000000	0.033754	8.872721	3.000000	0.023203	0.225636	3.000000	0.012359	0.184525	1.000000	28.689824	3.450281	2.000000	0.011934	0.932952	3.000000	48.705105	0.475510	5.000000	0.020117	1.358542	3.000000	52.776386	4.027192	6.000000	18.752617	0.477163	1.000000	22.689385	2.388097	6.000000	0.020479	3.066089	6.000000	0.036854	3.184803	2.000000	88.041621	139.908823	5.000000	0.189664	2.975883	1.000000	0.012531	0.768105	6.000000	0.327488	3.020069	3.000000	21.972760	172.851911	6.000000	55.201728	3.185714	4.000000	2.333626
9	1	963.800322	19.153544	33.036810	274.955505	35.321868	80.634749	34.392663	94.358927	38.957088	0.203481	0.531497	0.726444	0.489787	0.971206	0.892661	0.666738	0.999413	0.293134	3.297803	2.000000	0.011109	8.656217	3.000000	4.942164	2.619020	5.000000	32.838094	0.997244	3.000000	58.379298	4.414487	1.000000	0.020973	1.810799	3.000000	0.166066	2.273305	5.000000	0.020369	1.646303	3.000000	0.011108	4.867433	6.000000	0.020257	4.401318	4.000000	0.016925	5.401288	2.000000	6.378463	1.718999	5.000000	0.011427	1.341198	3.000000	15.849023	1.460663	1.000000	0.014798	4.648903	5.000000	86.588223	5.075724	2.000000	45.931332	0.550963	6.000000	39.524131	2.067075	2.000000	0.017544	1.539191	5.000000	0.019034	2.720314	5.000000	59.828397	36.359505	6.000000	0.030217	2.004404	2.000000	0.020304	0.163678	4.000000	0.014423	4.401942	2.000000	85.463395	79.800613	4.000000	69.083257	3.354818	2.000000	71.537140
10	2	467.575918	42.320344	7.605270	652.469062	11.697434	2.461262	32.991802	17.224916	18.614971	0.872687	0.207379	0.387361	0.288171	0.871162	0.904946	0.813522	0.681848	0.230589	2.108277	2.000000	0.011221	1.270174	5.000000	12.575072	5.335304	6.000000	54.147728	0.653752	4.000000	30.726031	5.349962	1.000000	0.010619	1.557666	6.000000	0.021360	0.234165	1.000000	0.024371	12.222688	4.000000	0.011084	1.260447	2.000000	0.013238	0.807057	2.000000	0.010481	1.813424	1.000000	90.592043	2.922757	1.000000	0.048149	4.860407	6.000000	61.577024	0.290116	2.000000	0.032691	0.541661	1.000000	90.011824	0.973911	1.000000	52.763742	3.192171	6.000000	59.908822	1.462317	6.000000	0.012139	0.533470	2.000000	0.016257	4.046015	3.000000	53.442428	103.693032	6.000000	0.441294	0.792213	3.000000	0.022849	1.192073	5.000000	0.013433	4.023108	1.000000	84.571368	25.085738	6.000000	49.702099	11.367743	6.000000	29.303094
11	3	803.779414	44.165886	87.219159	879.579507	58.631350	91.393181	85.498681	75.976682	54.900438	0.694034	0.504030	0.332561	0.553769	0.819691	0.703191	0.191589	0.265509	0.641898	1.426110	2.000000	0.014295	9.085412	6.000000	50.888047	3.466325	6.000000	32.492970	4.000649	1.000000	63.683132	2.528626	2.000000	0.014740	2.017541	4.000000	0.016216	0.454362	1.000000	0.012886	8.595428	3.000000	0.015251	7.452176	3.000000	0.042878	0.825117	4.000000	0.020357	0.831577	2.000000	45.939796	1.438800	1.000000	0.532550	0.823593	2.000000	9.918259	2.789813	3.000000	0.014891	3.791087	2.000000	85.260502	0.136569	4.000000	73.560594	5.040444	6.000000	45.485217	3.183468	1.000000	0.029547	1.511426	6.000000	0.028094	3.816119	5.000000	96.696284	89.364929	6.000000	0.029230	0.655056	1.000000	0.018171	3.727588	2.000000	0.012984	2.876249	6.000000	64.113071	137.671860	6.000000	25.212199	3.172823	5.000000	35.391786
12	1	490.429388	53.627998	89.773981	744.287595	1.645257	48.533794	4.832486	89.881954	24.329599	0.358432	0.821366	0.556726	0.903329	0.237690	0.912962	0.533398	0.447546	0.868217	2.630390	1.000000	0.015917	2.846724	5.000000	49.460136	3.946344	1.000000	59.441075	1.157992	5.000000	4.174272	4.105953	4.000000	0.014108	4.728357	1.000000	0.011166	4.500696	1.000000	0.030771	11.905722	6.000000	0.193102	8.723520	6.000000	0.015341	1.087170	2.000000	0.016693	1.320165	5.000000	48.431288	1.811468	3.000000	0.025394	10.515742	4.000000	35.998631	0.215306	6.000000	0.039963	0.255039	3.000000	71.502513	1.510815	5.000000	74.943412	4.075754	6.000000	18.575034	2.764503	6.000000	0.013043	0.188616	5.000000	0.014599	0.312272	4.000000	92.404612	46.318541	5.000000	0.015308	3.205277	1.000000	0.010472	2.124509	6.000000	0.013819	3.596207	1.000000	41.683025	11.180051	5.000000	25.978766	7.433594	6.000000	76.978882
13	3	254.584867	93.355546	37.598940	138.623068	96.452880	17.956851	30.980520	67.769687	54.963053	0.617716	0.379429	0.976466	0.350747	0.496093	0.552036	0.298110	0.978732	0.838810	0.468144	6.000000	0.014040	12.396374	1.000000	97.186627	4.864852	3.000000	89.341015	4.239106	1.000000	12.048354	5.079160	2.000000	0.040447	3.103451	6.000000	0.163518	0.721112	6.000000	0.010071	9.464482	1.000000	0.016179	2.201435	3.000000	0.016323	0.478696	5.000000	0.026118	0.952660	5.000000	4.034174	0.069209	3.000000	0.065270	3.525999	6.000000	34.662131	1.869312	1.000000	0.012698	3.716484	6.000000	17.170873	2.659219	2.000000	99.015358	1.824934	4.000000	29.975418	2.568484	3.000000	0.036560	1.964612	2.000000	0.011771	0.995884	6.000000	86.161258	3.807428	6.000000	0.014806	1.689312	6.000000	0.011054	2.193227	3.000000	0.459532	3.606591	3.000000	19.124787	164.898588	4.000000	73.490336	13.928070	3.000000	32.336263
14	3	135.389162	67.458451	49.963894	393.301988	97.019790	93.065620	12.655118	16.157272	35.880154	0.228465	0.354350	0.869634	0.334244	0.346311	0.324238	0.657302	0.103202	0.420327	2.967120	1.000000	0.120799	9.798580	2.000000	48.180761	3.862212	4.000000	74.640196	3.232553	6.000000	51.784657	2.722093	1.000000	0.015166	4.248123	1.000000	0.015001	5.337345	5.000000	0.012802	9.590430	5.000000	0.013944	4.235602	6.000000	0.010802	4.842321	2.000000	0.011970	4.571414	6.000000	23.210983	0.731526	1.000000	0.017277	2.610440	4.000000	82.518601	3.607213	6.000000	0.010479	0.120061	6.000000	32.380897	4.304995	4.000000	5.864270	3.866981	3.000000	78.880605	2.666424	3.000000	0.014810	4.431317	1.000000	0.031958	2.081747	2.000000	37.347045	115.364200	4.000000	0.010949	3.335451	2.000000	0.026980	1.517320	2.000000	0.010443	1.732478	2.000000	1.875052	106.700527	2.000000	94.831783	12.990953	1.000000	10.577783
15	2	864.499356	66.051224	91.610288	879.356728	38.245017	33.217124	41.541350	73.027054	13.292112	0.785457	0.400400	0.929833	0.661738	0.818033	0.924782	0.895180	0.234961	0.476938	0.177937	5.000000	0.027533	11.812918	3.000000	58.346018	5.017661	2.000000	52.251042	1.216791	4.000000	73.251913	1.738479	2.000000	0.016540	1.469070	1.000000	0.011682	2.844853	3.000000	0.010843	11.899061	2.000000	0.043696	10.536561	5.000000	0.012548	0.329901	2.000000	0.013625	2.548198	2.000000	78.229630	2.921040	2.000000	0.015355	5.600122	5.000000	59.205077	1.983261	3.000000	0.013476	4.466479	4.000000	73.232104	2.432232	5.000000	7.819525	3.839745	4.000000	12.667438	2.776832	3.000000	0.042871	3.730490	2.000000	0.088303	1.329886	6.000000	79.138481	154.493706	3.000000	0.011534	1.165155	6.000000	0.014407	0.316926	4.000000	0.012318	0.510949	3.000000	50.493355	70.598023	5.000000	6.855611	2.756512	3.000000	79.826434
16	4	940.534856	38.791568	94.839430	143.041700	70.610256	65.283774	85.998633	7.419996	66.655357	0.435737	0.952622	0.274288	0.813258	0.658000	0.800937	0.861709	0.698614	0.144899	1.581017	4.000000	0.188470	0.891917	2.000000	17.924203	5.305289	2.000000	85.535098	4.015935	3.000000	28.318688	2.412864	2.000000	0.028523	1.855535	4.000000	0.012963	2.699438	1.000000	0.047068	4.475462	2.000000	0.010500	9.725185	6.000000	0.270647	2.317488	1.000000	0.026607	5.554343	5.000000	76.229237	2.208434	1.000000	0.049370	6.342512	5.000000	23.879629	3.082908	1.000000	0.014968	4.060005	4.000000	69.763437	1.296876	4.000000	88.301792	3.111881	6.000000	7.996058	0.154375	2.000000	0.023943	3.210434	4.000000	0.015249	3.631373	5.000000	21.285060	134.576222	6.000000	0.012891	2.690649	6.000000	0.044833	0.166102	5.000000	0.014652	1.739965	6.000000	23.082203	3.708019	3.000000	97.970818	7.276362	4.000000	49.474333
17	1	212.569293	34.331166	71.945915	43.133005	1.503817	9.372906	38.805444	12.125702	90.344055	0.730541	0.741446	0.517897	0.866013	0.698272	0.622546	0.393214	0.656753	0.918381	1.095712	4.000000	0.021662	12.054316	2.000000	25.205518	5.616744	1.000000	92.921099	4.171843	5.000000	41.190260	3.587367	1.000000	0.041157	5.209499	4.000000	0.013780	4.656530	2.000000	0.011258	8.012257	3.000000	0.011405	10.956376	6.000000	0.135857	4.673183	1.000000	0.578168	4.550316	4.000000	51.913056	4.526491	4.000000	0.013605	0.779476	1.000000	84.035950	0.943126	4.000000	0.014919	1.347951	5.000000	73.960944	3.070932	5.000000	97.347276	4.748422	1.000000	39.984747	3.275998	4.000000	0.010036	3.147978	3.000000	0.016556	4.263210	5.000000	57.131641	21.691443	2.000000	0.010074	3.313241	1.000000	0.029552	2.048199	5.000000	0.035604	0.245316	1.000000	21.616425	18.735661	5.000000	31.505774	6.364373	6.000000	61.006988
18	3	327.565513	39.081787	92.349874	725.182213	65.358455	76.268475	94.041823	86.683163	39.673942	0.746660	0.840961	0.853188	0.653067	0.712411	0.804498	0.668554	0.144924	0.639726	0.098985	1.000000	0.010709	5.341869	3.000000	69.944234	3.271296	1.000000	21.564945	0.178339	3.000000	70.678427	1.150333	6.000000	0.032257	3.505367	5.000000	0.014669	3.821456	3.000000	0.022303	7.532420	2.000000	0.013831	7.668367	6.000000	0.092415	2.240853	3.000000	0.010772	4.669971	6.000000	68.646847	1.012250	1.000000	0.014494	9.848808	5.000000	19.824840	0.215179	6.000000	0.018220	2.594703	2.000000	8.276271	4.154530	3.000000	70.991263	1.325482	4.000000	6.454310	0.247377	1.000000	0.027960	3.871357	2.000000	0.014867	4.265410	6.000000	2.931190	172.487382	3.000000	0.014391	3.032928	2.000000	0.010875	3.496365	2.000000	0.016786	1.417111	3.000000	86.715221	126.089724	6.000000	81.025186	5.886341	6.000000	96.187023
19	2	999.841256	56.598344	81.851797	451.444333	29.995109	9.189392	26.069254	85.429244	61.087778	0.690288	0.763923	0.430647	0.396546	0.438515	0.855395	0.438938	0.382154	0.737726	1.972927	3.000000	0.013036	6.175885	3.000000	63.043768	4.188758	4.000000	77.164313	4.660630	1.000000	48.808205	2.750062	5.000000	0.141076	4.542556	6.000000	0.012235	3.314360	2.000000	0.030818	5.894657	4.000000	0.010973	14.048784	3.000000	0.011217	3.840096	6.000000	0.013112	1.957529	2.000000	58.886024	2.152299	3.000000	0.519315	14.168022	3.000000	70.863406	3.904137	2.000000	0.023348	0.964371	1.000000	90.976811	2.666798	6.000000	54.959437	3.824116	2.000000	24.423028	3.670542	6.000000	0.012264	2.196635	2.000000	0.010104	2.461098	2.000000	21.205609	65.344765	1.000000	0.087910	1.186912	5.000000	0.018530	1.923755	6.000000	0.035362	2.002716	5.000000	71.348093	5.252349	6.000000	56.713023	1.935684	3.000000	5.148266
20	2	982.843432	82.896864	28.178420	25.588301	12.981737	7.295659	63.097433	64.009602	22.871321	0.733110	0.623450	0.436224	0.215902	0.284663	0.158713	0.954347	0.510136	0.848185	3.504449	4.000000	0.021695	12.714549	4.000000	4.908481	5.947624	6.000000	9.684573	0.630306	4.000000	35.031552	2.274002	5.000000	0.012194	2.787445	2.000000	0.010595	4.515040	3.000000	0.028868	10.006078	3.000000	0.015985	1.750765	5.000000	0.014462	1.336216	3.000000	0.011331	5.024452	1.000000	75.707807	1.630230	6.000000	0.012437	3.194141	1.000000	72.276876	0.960198	3.000000	0.011347	0.878467	6.000000	50.746201	0.164680	6.000000	79.805117	5.237384	1.000000	33.316956	2.877060	1.000000	0.020440	1.324538	6.000000	0.010451	1.093290	2.000000	14.224827	104.544825	1.000000	0.029562	1.855284	3.000000	0.015986	3.583587	6.000000	0.011274	0.216867	2.000000	29.552898	78.794910	2.000000	35.498064	7.406185	1.000000	65.501216
