1	3	70.923978	14.151974	72.098198	28.159013	0.448449	0.648008	0.617849	0.594227	0.604214	3.000000	0.023085	48.891944	5.000000	0.026208	14.804745	4.000000	0.010002	1.239687	6.000000	37.206535	14.978406	2.000000	41.730656	3.574335	5.000000	0.026213	0.824040	5.000000	0.026801	0.405381	4.000000	70.964937
2	2	28.128881	93.579723	44.664101	77.840489	0.296609	0.527901	0.700372	0.246579	1.153423	5.000000	0.037414	132.488362	3.000000	0.025354	2.123244	6.000000	0.059379	0.601889	4.000000	57.969330	84.561396	6.000000	56.559606	6.267270	2.000000	0.033155	0.194323	5.000000	0.010709	16.234741	5.000000	10.442273
3	2	2.527814	51.602895	98.794724	14.168917	0.241241	0.809501	0.584102	0.225718	0.325668	1.000000	0.010021	11.119853	4.000000	0.085575	2.071433	5.000000	0.037450	1.564642	5.000000	67.351901	21.769326	4.000000	5.282111	11.694340	1.000000	0.021530	1.204488	1.000000	0.010353	5.818234	6.000000	72.332495
4	2	58.919063	90.318124	11.003595	3.231469	0.591782	0.184315	0.181590	0.942066	1.035589	4.000000	0.012337	60.559952	3.000000	0.052701	0.397407	3.000000	0.024657	1.457907	2.000000	91.772616	118.739015	3.000000	39.715874	2.366623	1.000000	0.011262	1.051767	4.000000	0.039263	10.920860	4.000000	7.519639
5	1	34.900208	46.723693	71.994769	99.351479	0.821777	0.692714	0.548008	0.977244	1.525279	2.000000	0.026550	33.839739	2.000000	0.045954	8.995326	6.000000	0.017240	1.108398	3.000000	1.126444	41.401209	4.000000	18.413175	5.445303	3.000000	0.051541	1.188388	2.000000	0.015257	17.307312	6.000000	36.276869
6	1	13.420891	5.111172	86.937690	87.349158	0.342777	0.793782	0.782358	0.115908	1.313044	1.000000	0.810241	60.721075	2.000000	0.026171	8.670506	2.000000	0.013158	1.227921	4.000000	50.827445	85.484913	6.000000	71.475301	1.302990	1.000000	0.015774	1.574152	3.000000	0.015856	2.001946	4.000000	71.638064
7	1	10.580440	17.611007	77.292470	21.542316	0.246360	0.456765	0.694395	0.578721	1.166505	5.000000	0.014899	49.302906	5.000000	0.019388	8.717372	5.000000	0.207052	0.292832	1.000000	33.957369	49.771176	2.000000	15.708557	14.939554	2.000000	0.031922	1.174536	3.000000	0.028203	18.453496	2.000000	56.045988
8	2	29.651824	11.572851	90.691555	23.663873	0.639521	0.671121	0.407815	0.118733	0.594230	4.000000	0.013058	110.825157	6.000000	0.010124	8.228780	6.000000	0.019086	1.233680	3.000000	42.890994	100.502592	6.000000	79.076312	11.846205	6.000000	0.012424	1.256779	5.000000	0.014993	16.978896	5.000000	93.667640
9	3	98.637177	7.745410	90.374004	42.838943	0.887304	0.275911	0.580898	0.170240	0.178407	6.000000	0.015548	128.504925	6.000000	0.017288	12.021580	5.000000	0.010185	0.781446	5.000000	50.486360	114.474191	1.000000	16.770162	7.012819	4.000000	0.021508	1.510299	4.000000	0.016614	1.142737	5.000000	68.933014
10	2	59.781705	42.958647	45.361713	27.111336	0.899384	0.950602	0.823006	0.528775	0.099728	2.000000	0.015790	53.591328	5.000000	0.027895	10.123971	3.000000	0.013826	0.155886	4.000000	27.181450	75.194148	4.000000	3.279091	19.230477	6.000000	0.185825	1.203700	6.000000	0.023159	2.425657	2.000000	5.199914
11	1	23.573532	4.345554	11.856389	12.461662	0.957934	0.741142	0.250224	0.710764	1.026089	1.000000	0.253555	139.558858	4.000000	0.057479	5.441050	4.000000	0.036063	0.592120	6.000000	32.263701	168.613751	3.000000	43.665434	8.226959	6.000000	0.027460	1.424140	4.000000	0.026087	8.719240	2.000000	12.734552
12	1	59.450663	37.643605	27.400761	14.320846	0.723507	0.814232	0.900899	0.940171	1.598427	6.000000	0.043301	83.337044	6.000000	0.018189	14.271206	1.000000	0.011070	0.846249	6.000000	7.980017	173.266707	5.000000	92.520437	2.273229	5.000000	0.012887	1.031706	3.000000	0.032080	1.413654	4.000000	5.264810
13	2	17.946093	34.699673	84.614135	95.422502	0.107847	0.449179	0.861650	0.792559	0.586972	5.000000	0.016831	65.129347	5.000000	0.010554	1.922128	1.000000	0.011108	0.810552	5.000000	53.703809	13.201541	4.000000	44.356073	1.103060	6.000000	0.010710	1.377481	2.000000	0.017413	2.644936	1.000000	36.079092
14	2	95.401332	20.211448	86.563385	71.737184	0.800755	0.164027	0.424315	0.651587	1.163556	2.000000	0.022544	160.667807	1.000000	0.011516	1.352328	6.000000	0.057949	0.579004	1.000000	2.110195	23.831123	2.000000	55.572438	8.434117	5.000000	0.020898	1.197381	6.000000	0.016410	2.174860	5.000000	96.969614
15	3	86.297503	57.468479	88.599970	95.421377	0.596788	0.984827	0.696168	0.995621	1.008659	3.000000	0.010367	136.425293	3.000000	0.026223	13.310279	6.000000	0.019516	1.586647	6.000000	66.945667	92.753619	4.000000	8.098646	0.287078	6.000000	0.022371	1.171795	6.000000	0.010184	16.914865	6.000000	45.434412
16	2	27.083797	68.224217	58.703103	47.171481	0.674905	0.270429	0.467245	0.879480	0.715530	3.000000	0.497953	29.215937	1.000000	0.013059	4.114442	5.000000	0.016763	0.461371	2.000000	88.455253	36.365869	5.000000	68.167221	11.089782	2.000000	0.018944	1.172636	6.000000	0.011056	9.820951	6.000000	14.970997
17	3	58.256301	35.581838	45.974673	19.374236	0.394748	0.783865	0.565431	0.416070	0.085500	5.000000	0.040733	73.338594	1.000000	0.018363	4.944069	1.000000	0.022335	0.354668	5.000000	92.754086	168.006316	5.000000	57.404135	11.275832	2.000000	0.010975	1.038469	2.000000	0.016571	14.038916	5.000000	60.469211
18	3	57.734852	62.235509	25.338379	32.192900	0.223462	0.161031	0.302728	0.997766	0.690791	5.000000	0.022354	113.420929	2.000000	0.020804	2.791788	3.000000	0.021746	1.131511	6.000000	43.911336	177.755371	3.000000	69.262119	7.449230	4.000000	0.019622	0.505749	5.000000	0.013422	2.024640	5.000000	78.020865
19	1	36.981697	2.833253	21.252456	87.686370	0.154244	0.305180	0.666135	0.329801	0.179106	3.000000	0.083335	138.881779	4.000000	0.025009	11.578476	5.000000	0.017841	0.420950	4.000000	46.903377	143.235046	2.000000	56.984247	1.393424	4.000000	0.037789	1.279947	4.000000	0.019723	11.111023	4.000000	19.806365
20	3	82.033818	52.615190	29.360549	19.541262	0.774258	0.815337	0.848665	0.954471	1.338182	5.000000	0.031384	170.682023	3.000000	0.026319	12.149417	4.000000	0.012167	0.834301	3.000000	78.564059	48.839384	6.000000	59.798261	17.815957	5.000000	0.010377	0.624412	1.000000	0.028236	7.207890	6.000000	92.885594
21	3	16.060650	27.778729	58.633480	75.009225	0.232728	0.231931	0.739006	0.684330	0.973299	4.000000	0.154743	179.264363	3.000000	0.011122	5.767805	5.000000	0.023448	0.225920	6.000000	37.561640	36.647359	5.000000	74.078515	9.865615	5.000000	0.152468	0.916878	6.000000	0.012083	14.434003	1.000000	2.887850
22	1	16.008277	68.239855	4.481902	30.873421	0.444475	0.993225	0.860676	0.210769	1.238464	4.000000	0.033071	172.378810	2.000000	0.015370	1.546689	5.000000	0.032096	0.819754	5.000000	47.977591	114.583870	5.000000	94.523223	15.442359	5.000000	0.011794	0.979987	6.000000	0.012328	18.743107	3.000000	45.258788
23	1	34.235340	97.451577	13.769487	92.807046	0.779432	0.196449	0.330155	0.371339	0.318658	6.000000	0.057949	23.386454	5.000000	0.013700	14.703217	3.000000	0.031457	0.526132	1.000000	61.416222	62.054709	3.000000	5.546584	7.250803	6.000000	0.013530	0.787362	6.000000	0.023119	7.540296	3.000000	96.526246
24	3	58.146687	2.883087	37.625836	26.492688	0.928130	0.486276	0.702647	0.891571	1.262488	3.000000	0.017222	19.136446	1.000000	0.109999	11.931080	3.000000	0.010475	1.304954	4.000000	31.508719	28.912836	6.000000	21.111459	13.737390	4.000000	0.358422	1.129918	2.000000	0.239665	17.509242	5.000000	66.395543
25	1	35.662352	10.761483	95.567989	87.230509	0.186866	0.178258	0.478991	0.133443	0.801309	4.000000	0.022786	48.158400	6.000000	0.108595	3.827865	1.000000	0.045238	0.357714	4.000000	25.276012	108.132802	4.000000	23.875048	16.156568	3.000000	0.014071	0.051369	1.000000	0.625106	15.894770	2.000000	68.231970
26	1	47.086659	30.726370	45.739530	69.000418	0.228046	0.376461	0.995521	0.517573	1.343840	2.000000	0.017443	44.868057	4.000000	0.010174	11.144729	6.000000	0.060726	0.255910	4.000000	43.189508	133.144352	3.000000	99.574612	10.629375	6.000000	0.011343	1.458005	4.000000	0.013653	3.117880	6.000000	77.895865
27	4	47.949675	64.605014	80.688911	28.171533	0.761655	0.756156	0.699543	0.104204	0.487921	2.000000	0.035276	108.869334	5.000000	0.010584	14.902041	3.000000	0.030252	0.703333	6.000000	67.227761	115.606148	6.000000	90.016269	12.420572	6.000000	0.030352	1.410721	2.000000	0.027038	4.449274	5.000000	91.674640
28	1	26.857175	58.623987	52.051803	3.974295	0.675988	0.614868	0.248875	0.431452	1.463180	5.000000	0.018920	9.168084	2.000000	0.012502	4.793203	1.000000	0.010551	1.395728	6.000000	24.587325	74.994411	5.000000	56.722817	19.241633	1.000000	0.016469	1.291225	6.000000	0.015483	10.232684	5.000000	75.314005
