1	1	24.658451	814.130146	37.504144	22.047261	87.356480	92.916956	93.705303	81.182134	4.501842	0.811828	0.396457	0.521531	0.449625	0.271485	0.514333	0.488727	0.889265	0.219346	153.084260	6.000000	98.195670	3.507451	5.000000	62.937932	1.783019	5.000000	0.020968	13.902524	4.000000	0.014136	35.286319	2.000000	0.180650	55.099279	6.000000	0.019470	6.850188	2.000000	0.048084	2.015241	4.000000	36.425788	0.528499	4.000000	84.661808	1.762984	4.000000	0.015822	1.618817	3.000000	2.827230	13.028036	1.000000	0.013401	14.890858	3.000000	0.012398	1.477936	5.000000	0.094539	3.070421	6.000000	0.019227	4.206495	2.000000	0.010931	3.092157	3.000000	0.015656	2.455548	4.000000	0.010417	3.509232	3.000000	0.012563	4.038679	4.000000	0.010538
2	2	72.404571	736.988179	33.774702	34.490534	6.514504	24.793035	4.664030	41.986694	63.296940	0.706892	0.515654	0.319356	0.218525	0.303859	0.454320	0.939463	0.456606	0.935490	64.884075	4.000000	86.445408	11.931301	6.000000	57.929024	3.572563	5.000000	0.197324	5.240199	1.000000	0.023526	2.687786	1.000000	0.013732	48.312730	4.000000	0.034421	14.356750	5.000000	0.032651	1.839065	1.000000	26.697077	2.501137	2.000000	79.787215	55.340634	3.000000	0.040008	1.283287	5.000000	32.389988	17.226428	5.000000	0.015683	1.589388	6.000000	0.012257	4.454048	6.000000	0.010522	0.853495	6.000000	0.013421	0.713466	6.000000	0.021741	3.930093	2.000000	0.013011	1.767215	4.000000	0.060357	0.214271	5.000000	0.013242	1.463154	4.000000	0.020607
3	2	48.167656	811.292894	2.364069	75.937129	70.638382	81.261358	97.423562	50.743834	47.538989	0.829986	0.583171	0.161194	0.385107	0.947660	0.354048	0.438114	0.478436	0.350718	44.620821	4.000000	24.494162	11.177994	1.000000	53.472177	3.654927	4.000000	0.027069	13.589778	6.000000	0.039629	8.284971	1.000000	0.010530	48.686501	6.000000	0.017097	5.232580	2.000000	0.081150	0.672935	5.000000	65.425650	3.765722	5.000000	73.769786	17.685294	6.000000	0.129427	1.630402	5.000000	36.563764	23.233245	4.000000	0.016604	12.276430	4.000000	0.017818	3.894093	5.000000	0.053136	4.123800	2.000000	0.014158	1.896947	2.000000	0.011268	3.307729	3.000000	0.010689	3.995659	4.000000	0.011769	0.559675	6.000000	0.027520	0.873024	3.000000	0.016928
4	2	67.890094	22.963451	65.870452	99.935688	71.943711	59.742080	90.378541	69.468443	3.695267	0.583131	0.908487	0.873458	0.625390	0.574863	0.250243	0.369904	0.983004	0.181109	126.394921	3.000000	40.179346	1.717199	5.000000	46.487387	1.292357	3.000000	0.052231	9.799433	1.000000	0.067432	46.101704	6.000000	0.027947	15.830441	4.000000	0.017560	14.242903	5.000000	0.013148	2.809568	3.000000	3.837242	1.980070	6.000000	55.655101	36.026385	5.000000	0.279375	4.054168	1.000000	91.841725	10.747165	1.000000	0.011553	7.594407	6.000000	0.010964	4.267364	2.000000	0.051254	2.462213	1.000000	0.014541	2.288602	6.000000	0.021460	4.424525	4.000000	0.010471	2.014494	3.000000	0.010163	0.686528	5.000000	0.015219	1.651649	6.000000	0.042780
5	1	82.171737	559.472539	63.398312	40.811514	33.741583	76.020325	23.110529	43.957676	23.127322	0.440333	0.239506	0.241986	0.425913	0.686444	0.619881	0.763101	0.397375	0.548891	124.994832	2.000000	49.728961	1.544779	2.000000	77.133172	3.293463	6.000000	0.387994	13.432512	1.000000	0.019666	45.047760	1.000000	0.018259	28.914624	6.000000	0.111228	12.919159	4.000000	0.011496	1.367908	1.000000	40.699158	3.825112	6.000000	7.846613	30.969808	6.000000	0.024948	0.370237	1.000000	73.826695	46.873528	6.000000	0.013625	8.678555	1.000000	0.288346	2.250385	1.000000	0.013046	1.453731	1.000000	0.040011	3.113766	1.000000	0.018949	0.743460	1.000000	0.016060	1.873384	5.000000	0.015103	2.920378	6.000000	0.022883	0.115473	3.000000	0.024865
6	2	37.748018	794.964885	52.487686	27.104729	76.162658	56.705042	25.343939	24.807746	51.278419	0.525584	0.932087	0.862513	0.426456	0.148789	0.546468	0.275049	0.978451	0.115484	78.900750	6.000000	54.894512	3.001102	3.000000	46.473071	4.130213	3.000000	0.013108	7.529286	3.000000	0.053486	35.857685	2.000000	0.016588	26.079138	5.000000	0.027601	8.154475	4.000000	0.160251	1.089149	1.000000	18.515814	3.511337	2.000000	6.162210	16.016538	3.000000	0.302890	2.711073	6.000000	69.224629	49.031911	2.000000	0.014676	8.532567	5.000000	0.012796	3.508850	5.000000	0.015939	1.075853	6.000000	0.059438	0.154891	5.000000	0.121490	3.937080	5.000000	0.013317	1.333659	1.000000	0.012511	3.622118	2.000000	0.025917	4.507847	6.000000	0.012682
7	2	18.786303	215.139358	27.064821	47.992642	62.968093	8.501952	50.343293	37.636958	48.579124	0.535323	0.867388	0.975351	0.762623	0.877470	0.148586	0.144649	0.200172	0.411295	63.851916	2.000000	4.438835	10.470012	4.000000	15.697484	1.584568	6.000000	0.019599	0.282909	5.000000	0.305861	3.493916	3.000000	0.021072	36.911895	5.000000	0.020778	7.251403	6.000000	0.023204	2.230702	1.000000	56.589189	3.726172	2.000000	34.449239	57.778726	4.000000	0.012532	0.965058	4.000000	39.349525	51.667168	4.000000	0.035809	13.248900	3.000000	0.018773	1.882543	5.000000	0.025843	3.536088	4.000000	0.070706	0.148386	2.000000	0.019302	4.147197	6.000000	0.015617	0.604361	1.000000	0.010022	1.740830	3.000000	0.015099	0.175172	4.000000	0.012259
8	2	90.090072	530.968912	26.233901	17.014713	65.770959	20.242134	76.029108	5.556935	41.713705	0.338133	0.674803	0.515159	0.440685	0.265132	0.324973	0.159036	0.926334	0.331600	114.184756	5.000000	6.942559	3.844925	5.000000	79.042297	3.723046	5.000000	0.010402	12.463096	1.000000	0.045644	24.555824	4.000000	0.020723	8.168509	2.000000	0.218275	11.993331	4.000000	0.012464	0.582028	5.000000	50.338221	1.534391	5.000000	38.964660	51.166240	6.000000	0.011492	1.661807	6.000000	63.911076	28.397463	2.000000	0.041296	13.229281	1.000000	0.021724	1.044405	5.000000	0.012746	0.606618	4.000000	0.010023	3.127244	2.000000	0.016699	4.083577	3.000000	0.020542	4.343198	2.000000	0.025013	3.857749	4.000000	0.032592	1.004802	1.000000	0.030174
9	2	10.202498	383.898128	1.173906	68.185807	83.146610	11.894175	61.154851	14.576784	78.176982	0.216293	0.222445	0.324678	0.889620	0.439578	0.985617	0.579813	0.551627	0.347351	131.323404	5.000000	59.625473	9.635600	3.000000	81.775576	3.094564	3.000000	0.034845	0.806596	4.000000	0.035547	39.693558	2.000000	0.494381	23.873435	2.000000	0.011448	2.126706	5.000000	0.065750	0.061143	6.000000	13.541379	1.887159	3.000000	41.806304	6.946646	1.000000	0.138358	2.098038	1.000000	78.009241	41.651969	5.000000	0.016029	1.031907	2.000000	0.011921	3.230722	1.000000	0.013752	0.927433	1.000000	0.018535	1.659732	5.000000	0.018614	1.272441	1.000000	0.010030	0.400859	2.000000	0.015896	2.062646	6.000000	0.021093	0.373439	4.000000	0.024867
10	2	36.726222	175.148401	95.739708	62.376189	22.900977	9.087217	5.153309	77.129616	24.439390	0.435680	0.788180	0.146463	0.131760	0.903271	0.105101	0.329410	0.743052	0.394014	30.473914	3.000000	33.560843	4.855706	2.000000	61.963336	1.103854	1.000000	0.027832	6.141240	4.000000	0.016190	45.407900	2.000000	0.011730	33.307024	4.000000	0.019098	9.022207	3.000000	0.010227	2.581670	4.000000	29.439396	1.832260	3.000000	60.832146	20.045452	5.000000	0.032659	1.525258	3.000000	84.696803	27.904093	6.000000	0.032902	7.436959	6.000000	0.011265	3.656344	6.000000	0.020448	1.080912	2.000000	0.012643	3.637678	4.000000	0.017078	4.112255	1.000000	0.025247	0.167930	2.000000	0.275375	1.536091	5.000000	0.011001	4.509297	2.000000	0.031606
11	2	84.296565	40.699478	46.724698	37.994127	54.463594	60.146662	70.012770	75.257540	43.357358	0.382676	0.569636	0.290049	0.830207	0.462584	0.232169	0.350834	0.633008	0.197934	67.201490	6.000000	26.403142	3.933212	3.000000	4.802787	0.356273	1.000000	0.025110	4.936349	2.000000	0.022438	40.624946	6.000000	0.042998	6.371532	5.000000	0.017969	9.783264	5.000000	0.026282	1.759851	2.000000	23.419538	2.536819	3.000000	60.027983	15.354634	6.000000	0.013352	3.456734	2.000000	17.718010	33.014505	1.000000	0.048665	2.038365	1.000000	0.010539	1.855907	1.000000	0.144256	3.725307	4.000000	0.015193	2.461347	2.000000	0.045794	1.537806	4.000000	0.017144	2.707773	5.000000	0.028242	3.199621	6.000000	0.012962	3.985796	2.000000	0.016933
