1	3	90.776422	95.937345	16.677955	69.963317	18.036968	0.405413	0.416115	0.663417	0.666144	0.326163	1.462394	4.000000	0.021950	80.802156	6.000000	0.013606	49.121032	1.000000	73.345367	3.711658	2.000000	0.032884	0.819485	3.000000	23.822358	117.611474	1.000000	94.159484	0.173783	3.000000	0.015958	1.687990	4.000000	0.020990	20.831640	5.000000	0.020010	1.373661	3.000000	0.013580
2	2	40.522243	82.707427	19.116647	99.956959	21.677923	0.413086	0.378786	0.936318	0.949933	0.378869	0.607051	1.000000	0.021082	10.448220	2.000000	0.015366	10.273021	1.000000	85.114244	0.887857	6.000000	0.035281	0.048076	3.000000	76.944344	53.413424	1.000000	12.555115	1.464962	4.000000	0.181144	4.874634	3.000000	0.010078	48.506557	3.000000	0.018018	1.580691	5.000000	0.216866
3	1	24.280401	93.543112	97.346397	27.631640	85.148573	0.238208	0.872770	0.994908	0.864503	0.153837	0.049111	4.000000	0.033738	116.737355	3.000000	0.160598	47.711552	1.000000	78.286510	2.018878	6.000000	0.033541	1.161163	5.000000	13.452437	56.974447	4.000000	50.644967	7.931513	4.000000	0.072522	10.494852	4.000000	0.026828	45.560262	2.000000	0.010706	0.261513	5.000000	0.025583
4	1	21.349167	30.103795	84.794344	49.130628	5.944516	0.645231	0.288932	0.134255	0.403853	0.997017	0.808794	2.000000	0.017864	10.643811	6.000000	0.077785	2.657977	6.000000	19.763783	0.642555	4.000000	0.244265	0.813900	5.000000	23.616921	27.262945	3.000000	77.902392	11.172910	1.000000	0.018360	13.837154	6.000000	0.017859	22.609185	5.000000	0.018616	0.417990	4.000000	0.012541
5	2	47.740255	10.749254	76.203313	39.474595	31.452495	0.355321	0.855001	0.858628	0.350362	0.172121	1.193896	1.000000	0.010621	71.131273	4.000000	0.032834	24.264389	2.000000	83.245764	4.165346	4.000000	0.043575	0.971520	6.000000	32.604680	140.997165	2.000000	62.024178	2.981693	1.000000	0.010343	12.170172	6.000000	0.012784	8.180931	2.000000	0.012240	0.283691	4.000000	0.013698
6	2	7.793483	39.364621	33.123270	8.319507	25.592571	0.861447	0.542559	0.607573	0.999709	0.707154	1.454611	4.000000	0.012687	39.887605	4.000000	0.013620	54.842217	4.000000	33.342144	3.423031	6.000000	0.013491	1.011070	1.000000	46.290035	102.361151	5.000000	32.991436	12.652874	2.000000	0.024347	4.916876	4.000000	0.021933	0.802455	5.000000	0.174753	0.494376	3.000000	0.185167
7	3	67.111686	61.177147	55.390603	59.416251	99.454497	0.196352	0.870466	0.736400	0.461013	0.965428	1.386495	4.000000	0.012665	165.654032	3.000000	0.013536	8.399865	5.000000	62.418105	3.755416	4.000000	0.010132	0.187477	2.000000	8.194988	11.243403	2.000000	97.602955	5.498147	5.000000	0.012524	5.718753	3.000000	0.013776	2.861383	3.000000	0.045174	0.920445	5.000000	0.081116
8	2	92.801098	72.569660	47.522567	85.606026	98.533108	0.261755	0.661993	0.416128	0.578949	0.189186	0.051582	6.000000	0.029487	28.043176	4.000000	0.069764	19.357489	6.000000	85.705308	1.313584	5.000000	0.013536	0.113057	1.000000	62.401339	82.779375	1.000000	98.917573	9.615541	5.000000	0.010102	4.189417	5.000000	0.020599	52.910716	3.000000	0.028699	0.303759	3.000000	0.012082
9	2	34.000179	31.485532	91.241352	57.923672	59.418133	0.348712	0.799398	0.569226	0.636760	0.383485	0.129061	3.000000	0.224187	23.164457	3.000000	0.114891	14.983654	6.000000	8.633167	2.781401	1.000000	0.031166	1.009545	4.000000	96.406236	14.806880	4.000000	16.947531	14.505240	3.000000	0.016602	14.025634	5.000000	0.010444	46.272589	1.000000	0.014131	1.290472	1.000000	0.092120
10	3	51.675580	33.594122	98.014066	80.824023	35.963261	0.162209	0.943583	0.853013	0.267852	0.606726	0.966449	6.000000	0.011172	98.539714	5.000000	0.053110	9.005764	4.000000	8.462017	1.908900	2.000000	0.013493	1.234565	1.000000	60.750402	105.933583	6.000000	12.193663	3.551604	3.000000	0.201366	4.443007	6.000000	0.031172	16.668142	3.000000	0.033869	1.112126	5.000000	0.168628
11	1	47.287506	98.520761	84.898447	73.724577	43.369928	0.973742	0.993313	0.561135	0.436920	0.662329	0.378186	5.000000	0.011385	157.029962	5.000000	0.060092	52.005007	1.000000	16.217431	0.876157	2.000000	0.037200	0.765459	2.000000	23.606695	17.314283	3.000000	66.651055	5.121759	6.000000	0.039381	13.815406	4.000000	0.345394	1.633124	1.000000	0.020606	0.123531	1.000000	0.022572
12	2	14.821597	60.452767	64.124240	38.709758	66.401917	0.873023	0.842072	0.905833	0.900315	0.739937	1.217757	3.000000	0.038339	104.302426	5.000000	0.016726	10.666900	4.000000	68.334649	2.331079	6.000000	0.140275	0.981578	5.000000	76.386920	109.977157	6.000000	31.828908	4.942478	3.000000	0.019656	10.804038	5.000000	0.015589	13.701157	5.000000	0.104047	0.224493	5.000000	0.067523
13	1	41.471518	68.544411	40.767035	4.001874	3.372937	0.376364	0.258043	0.785704	0.360803	0.422540	0.290472	5.000000	0.039848	165.596471	2.000000	0.012757	50.635537	6.000000	17.733666	4.677409	3.000000	0.010770	0.626559	4.000000	77.089328	18.035493	3.000000	64.244358	14.465494	2.000000	0.258951	3.041495	2.000000	0.013144	45.270952	4.000000	0.037853	0.756981	4.000000	0.013607
14	1	22.142760	85.742002	57.868735	67.007762	12.219131	0.295577	0.688617	0.402083	0.778839	0.351475	1.404531	6.000000	0.013046	86.012554	3.000000	0.038754	41.772364	6.000000	75.876886	1.999042	1.000000	0.175315	0.088361	6.000000	73.297914	106.573816	1.000000	35.543498	14.149394	5.000000	0.165676	6.450426	4.000000	0.276827	43.741986	2.000000	0.011921	0.169135	4.000000	0.016519
