1	1	33.158163	70.927281	79.110849	45.472423	64.043795	98.811889	79.083446	28.528158	0.418753	0.762534	0.356333	0.931240	0.219550	0.254677	0.503384	0.272476	36.143746	5.000000	41.787337	2.748839	6.000000	0.049587	0.791236	3.000000	0.011026	11.148697	3.000000	0.014809	0.718373	1.000000	0.012742	0.732013	1.000000	0.154100	0.438591	4.000000	0.015222	1.600574	3.000000	0.012045	0.996841	3.000000	84.756435	2.848789	1.000000	0.012570	1.103152	1.000000	41.726509	10.378034	1.000000	0.019748	9.810216	3.000000	0.092789	0.792865	3.000000	0.010464	1.756561	1.000000	0.017921	43.906236	5.000000	0.035427
2	2	9.723337	14.131699	14.352582	29.338700	15.326023	61.394384	57.674399	3.420460	0.119219	0.853347	0.928546	0.188483	0.505728	0.172294	0.866669	0.205146	162.469127	1.000000	99.239003	12.752610	1.000000	0.112906	0.737224	4.000000	0.023414	4.719972	4.000000	0.015328	0.013857	4.000000	0.012904	1.081405	4.000000	0.013154	0.327673	4.000000	0.011781	0.894753	4.000000	0.022759	0.247767	5.000000	67.379254	13.001220	5.000000	0.012901	0.951372	6.000000	4.157805	24.829649	6.000000	0.019683	2.694013	6.000000	0.030070	1.282782	3.000000	0.022223	38.363968	5.000000	0.024516	23.607694	3.000000	0.046907
3	2	70.326459	28.771641	58.003473	75.554499	45.196640	21.506141	88.325773	59.364607	0.419994	0.552669	0.611379	0.711679	0.115015	0.889001	0.832689	0.428522	42.007052	1.000000	67.355720	11.150153	3.000000	0.015274	0.233569	1.000000	0.048360	0.972719	5.000000	0.070102	0.755339	5.000000	0.014957	1.450659	6.000000	0.121180	1.053937	4.000000	0.022072	0.307523	5.000000	0.038219	1.233477	1.000000	17.650793	4.741152	3.000000	0.012904	0.083346	5.000000	30.374783	43.138001	1.000000	0.015307	0.598279	1.000000	0.013939	1.378699	2.000000	0.035760	30.903051	1.000000	0.011880	1.857591	6.000000	0.017589
4	2	27.606360	59.377336	56.857496	79.338093	32.000927	76.464144	18.424799	41.463483	0.668676	0.232203	0.681291	0.997583	0.353539	0.360929	0.812998	0.551562	85.634641	3.000000	36.862622	4.817726	4.000000	0.010178	0.348548	4.000000	0.087407	3.391143	4.000000	0.013596	0.288093	4.000000	0.061606	0.386521	6.000000	0.031618	0.224914	2.000000	0.010792	1.649502	4.000000	0.012473	0.391483	3.000000	20.519198	3.018027	1.000000	0.083093	1.375353	5.000000	99.124444	52.401523	1.000000	0.083850	3.908305	2.000000	0.010845	0.102223	6.000000	0.016914	16.285181	3.000000	0.010653	59.472960	5.000000	0.019133
5	1	33.288640	4.334492	28.373200	87.985352	12.961653	67.581120	53.316895	44.124503	0.836960	0.143675	0.705865	0.738778	0.617823	0.625162	0.722446	0.658473	166.147134	1.000000	95.884431	1.330193	1.000000	0.030786	0.028296	4.000000	0.086796	14.400459	2.000000	0.013629	0.017130	4.000000	0.053198	0.030617	4.000000	0.076510	0.576986	6.000000	0.398555	0.398089	3.000000	0.017085	0.495253	4.000000	27.270530	1.977563	1.000000	0.019546	1.066591	2.000000	36.590293	2.514222	6.000000	0.016287	10.564042	1.000000	0.541776	0.055396	4.000000	0.064503	47.808942	2.000000	0.014527	40.485226	2.000000	0.027408
6	2	62.808280	50.669612	14.356493	39.160686	91.479314	45.449179	84.063103	15.421679	0.316012	0.150228	0.666909	0.870832	0.839162	0.130138	0.453356	0.188794	104.851767	2.000000	95.225591	3.842752	3.000000	0.010161	1.180238	6.000000	0.012775	9.524917	3.000000	0.016540	0.208905	6.000000	0.011802	0.176709	3.000000	0.010471	0.580446	2.000000	0.042943	0.385490	3.000000	0.011902	0.738244	3.000000	68.218269	11.251980	5.000000	0.016188	1.018920	5.000000	77.789279	10.436666	4.000000	0.011481	10.712233	5.000000	0.013863	1.390349	2.000000	0.012015	23.636266	6.000000	0.015706	42.636452	2.000000	0.379280
7	2	75.061492	52.735737	83.711957	78.751347	3.821811	36.997002	36.036934	44.988958	0.620079	0.155007	0.957501	0.335549	0.412952	0.155485	0.374904	0.535848	148.450792	2.000000	27.597669	0.909716	3.000000	0.010930	1.166634	5.000000	0.031982	0.450197	3.000000	0.223463	1.028117	3.000000	0.032094	0.809316	2.000000	0.018259	0.679621	6.000000	0.029126	0.221957	5.000000	0.025757	0.896849	1.000000	76.301970	6.491142	2.000000	0.109104	1.215760	1.000000	86.733753	32.909201	5.000000	0.044256	2.296986	5.000000	0.133980	1.516224	5.000000	0.012157	50.765110	3.000000	0.012428	20.648871	2.000000	0.022175
8	1	92.825988	14.336469	11.803072	37.383154	35.642100	59.757001	52.938569	84.353522	0.150297	0.637201	0.952750	0.721155	0.672968	0.369861	0.902025	0.280595	106.112685	6.000000	7.193272	5.196524	2.000000	0.010993	1.206958	2.000000	0.015262	4.019156	1.000000	0.011069	0.555932	1.000000	0.028431	1.128825	2.000000	0.021823	1.009627	1.000000	0.043796	1.407627	5.000000	0.020780	0.327047	2.000000	48.755215	11.424165	6.000000	0.021626	0.555874	3.000000	94.975913	4.710066	5.000000	0.015870	4.711113	4.000000	0.484565	0.563664	1.000000	0.301013	20.768357	5.000000	0.053942	32.381198	3.000000	0.020163
9	2	3.550496	79.448041	30.798074	10.477573	73.043820	25.135385	24.652526	15.593113	0.447904	0.911291	0.997059	0.223994	0.847292	0.114614	0.166612	0.500117	5.855943	6.000000	1.744481	6.788767	3.000000	0.051865	0.173630	4.000000	0.020058	1.571614	2.000000	0.039528	0.864467	2.000000	0.023275	0.814677	4.000000	0.023063	1.245320	1.000000	0.015014	0.121421	1.000000	0.119038	0.675055	6.000000	96.072006	13.148352	4.000000	0.012412	0.760956	6.000000	79.169760	40.160932	6.000000	0.021485	9.772188	5.000000	0.010557	1.294129	3.000000	0.029598	41.307492	3.000000	0.051147	43.792701	6.000000	0.016275
10	2	66.521221	31.391586	91.478994	50.439423	65.846624	56.729978	72.803836	69.496526	0.189184	0.953260	0.879036	0.494592	0.170888	0.208641	0.690514	0.568242	98.735970	1.000000	32.651490	5.865113	3.000000	0.016779	1.003594	2.000000	0.014036	14.246006	5.000000	0.012455	1.138492	1.000000	0.109986	1.298624	4.000000	0.010513	0.825513	1.000000	0.054469	1.326977	5.000000	0.014296	0.640761	4.000000	58.899639	2.560286	2.000000	0.013594	0.816169	3.000000	34.454134	19.861131	5.000000	0.084316	4.504801	4.000000	0.017668	1.332635	2.000000	0.024731	19.441219	1.000000	0.020942	53.481291	3.000000	0.010340
