1	1	92.553783	23.499450	99.270745	7.543517	19.439137	0.437649	0.780488	0.940724	0.633568	0.904718	1.578641	4.000000	0.024371	81.589558	2.000000	71.309428	13.089065	1.000000	0.015309	0.076115	2.000000	77.787573	36.819222	5.000000	54.177216	1.121287	6.000000	0.010114	61.054371	3.000000	0.019603	58.947036	4.000000	33.468731	0.259016	5.000000	0.016126	13.884668	1.000000	87.308218	44.459563	5.000000	73.398660
2	2	979.133772	47.219004	1.808920	42.062226	67.713200	0.359983	0.935365	0.943256	0.343648	0.317157	3.971533	5.000000	0.020644	72.832468	1.000000	58.510996	18.015359	5.000000	0.010961	0.661751	1.000000	85.224236	66.042309	3.000000	5.881180	3.942783	3.000000	0.014164	71.891906	5.000000	0.013839	69.337801	3.000000	31.390499	1.461788	3.000000	0.013228	52.116935	5.000000	58.571948	36.676294	2.000000	78.392022
3	2	544.426852	40.906043	50.971589	65.947532	62.617514	0.710424	0.378056	0.388701	0.586747	0.158922	3.095100	4.000000	0.355470	116.558253	2.000000	73.126996	7.384188	3.000000	0.042036	3.341611	2.000000	62.140823	58.544169	2.000000	18.809018	4.409845	1.000000	0.011230	177.544299	1.000000	0.037757	44.611159	3.000000	58.642485	4.568842	3.000000	0.022848	12.833575	3.000000	69.076358	49.869455	3.000000	28.478560
4	1	255.852061	43.415980	12.937448	67.028428	6.944745	0.631829	0.808677	0.308320	0.533170	0.170824	4.612283	6.000000	0.015210	153.747988	2.000000	47.843034	12.383828	1.000000	0.014590	1.977364	1.000000	8.919743	32.120092	1.000000	26.073856	2.287791	5.000000	0.018008	157.758757	2.000000	0.028347	41.784231	4.000000	45.169170	3.170409	6.000000	0.318634	61.667997	4.000000	25.273128	69.910420	1.000000	14.444091
5	4	374.365141	95.744870	41.646992	7.055292	50.696719	0.673685	0.621908	0.347947	0.612988	0.871754	3.161111	1.000000	0.014539	161.665535	4.000000	1.211052	15.371629	3.000000	0.010074	2.671403	5.000000	89.441347	66.774851	2.000000	96.600941	0.435862	6.000000	0.017108	172.509014	6.000000	0.025455	28.130928	5.000000	21.013613	2.831649	1.000000	0.380989	11.943266	4.000000	29.571487	13.387423	4.000000	25.414534
6	1	902.823202	30.098842	72.291122	64.791664	62.071150	0.645118	0.229403	0.184271	0.602424	0.702609	3.335208	2.000000	0.010254	105.144012	4.000000	46.836452	15.990510	4.000000	0.024178	2.392700	1.000000	37.300609	10.408959	2.000000	77.190024	1.852476	1.000000	0.102632	106.406087	4.000000	0.191376	32.054630	3.000000	36.981113	4.253445	1.000000	0.013901	41.031544	3.000000	11.935933	67.548397	6.000000	83.608181
7	2	522.831180	91.440691	44.689238	89.668135	50.157746	0.539964	0.435769	0.700544	0.465211	0.911891	2.785399	6.000000	0.012024	67.095779	6.000000	22.647089	15.990282	3.000000	0.010892	2.162169	5.000000	54.579704	68.277236	3.000000	68.577728	3.582836	1.000000	0.011422	16.364244	4.000000	0.017523	9.358988	5.000000	14.319765	5.163168	3.000000	0.037859	8.072363	4.000000	87.809618	59.920523	2.000000	95.665674
8	2	579.556194	61.319961	61.206474	23.002209	59.086869	0.714077	0.191815	0.319182	0.866749	0.100458	1.885606	6.000000	0.028882	46.327428	5.000000	92.945468	16.853038	1.000000	0.010950	3.385593	5.000000	30.284361	6.919127	3.000000	19.303890	3.311522	2.000000	0.036694	21.883292	6.000000	0.016643	23.049924	3.000000	92.761766	1.963317	6.000000	0.044622	32.106335	3.000000	24.876248	46.301854	5.000000	30.295251
9	4	690.573597	28.185535	80.356241	94.623077	47.685295	0.356433	0.477504	0.269837	0.422318	0.102283	3.235087	2.000000	0.032995	167.262813	6.000000	1.352677	15.146069	3.000000	0.016586	3.113943	6.000000	94.829042	30.380408	6.000000	68.417731	3.374739	1.000000	0.070495	107.988958	4.000000	0.885633	64.659048	4.000000	21.913404	0.216833	2.000000	0.018233	18.789222	3.000000	25.477273	39.497823	6.000000	75.555942
10	2	611.350735	69.949951	29.686030	84.082696	47.041543	0.849229	0.704888	0.545305	0.426202	0.125297	3.042106	4.000000	0.013365	92.925298	4.000000	27.850040	13.977755	2.000000	0.031866	3.885604	5.000000	22.950368	40.708754	3.000000	7.826638	5.409528	5.000000	0.018336	6.663478	2.000000	0.014721	45.497026	6.000000	65.278109	4.170139	3.000000	0.185320	68.055085	2.000000	74.810055	23.245821	2.000000	89.666747
11	2	153.917598	64.237965	32.066270	91.056286	79.234948	0.446312	0.483341	0.791775	0.975394	0.139938	4.649579	5.000000	0.033412	36.880891	1.000000	69.606046	7.489052	1.000000	0.131035	2.025402	6.000000	53.227901	68.000511	4.000000	56.954593	4.354529	6.000000	0.014270	171.544354	6.000000	0.034102	22.290329	2.000000	50.981645	4.406033	3.000000	0.014577	19.801105	3.000000	76.196272	58.746525	2.000000	86.486183
12	1	479.060054	83.651536	17.938716	36.429455	2.741355	0.701791	0.922654	0.827312	0.269857	0.508291	1.866278	4.000000	0.016166	12.640794	3.000000	33.572778	1.593706	4.000000	0.012251	0.848968	4.000000	92.047655	67.725029	6.000000	59.866254	3.340726	1.000000	0.018342	151.526762	4.000000	0.014309	42.251858	5.000000	8.829724	2.975280	5.000000	0.036103	66.717704	1.000000	88.898875	6.069091	2.000000	33.071579
13	2	859.585660	39.883786	71.790455	29.468056	6.061850	0.282735	0.109382	0.934510	0.810498	0.984132	0.988570	2.000000	0.044257	90.247374	6.000000	43.764840	1.918706	4.000000	0.024133	2.129568	6.000000	27.926364	40.732591	6.000000	17.458040	2.223846	4.000000	0.048072	16.674887	2.000000	0.033294	51.914890	5.000000	7.808753	4.005452	1.000000	0.025705	62.138192	5.000000	76.031797	54.841343	1.000000	35.580615
