1	2	2.041809	88.747443	48.524051	86.189989	13.395702	89.863501	7.085032	69.337680	82.677667	50.425875	59.449549	6.046449	75.781280	11.387588	0.424998	0.521741	0.365768	0.482766	0.583906	0.295611	0.185254	0.850517	0.842500	0.383163	0.826865	0.963803	0.243120	0.916824	105.710158	5.000000	50.126387	0.267704	5.000000	0.013226	17.518216	6.000000	54.052917	2.887161	6.000000	0.028190	2.058191	5.000000	0.015130	3.037867	2.000000	0.061403	1.137679	6.000000	0.013804	16.948422	2.000000	29.806095	1.847597	3.000000	71.466689	73.449422	6.000000	61.450975	5.161795	4.000000	8.266009	3.247542	3.000000	33.377666	15.992100	1.000000	65.852847	2.390304	6.000000	65.052721	2.667459	4.000000	49.839755	6.735958	4.000000	0.066293	1.619867	2.000000	0.089941	1.455742	5.000000	57.873698	1.446546	3.000000	10.554039	0.515829	1.000000	74.197861	0.352515	2.000000	0.012167	4.295457	2.000000	0.010762	1.900606	5.000000	47.946816	0.526622	5.000000	59.120320	2.141985	3.000000	23.311706	1.920436	6.000000	0.013330	15.825657	4.000000	80.200137	3.938369	2.000000	76.015765	18.331559	1.000000	58.970898	1.229628	1.000000	93.517733	21.701098	3.000000	3.220577	18.615710	1.000000	1.509323	0.408540	2.000000	39.986229	0.661579	6.000000	34.160762
2	2	41.730263	76.854047	23.191151	445.751503	50.345017	10.523681	31.476673	92.741723	20.281051	88.883184	37.169224	9.595844	12.806077	37.129863	0.243850	0.412991	0.918660	0.341113	0.695643	0.632388	0.774030	0.584900	0.281976	0.340959	0.366672	0.257356	0.209976	0.326449	12.685967	6.000000	67.385332	1.050997	5.000000	0.013454	1.766572	2.000000	31.881121	6.155808	1.000000	0.010796	4.410457	3.000000	0.159010	0.603879	6.000000	0.046905	0.402589	5.000000	0.011011	2.936881	5.000000	8.093628	0.940172	5.000000	54.713867	40.647882	6.000000	29.553778	5.011151	2.000000	99.260770	2.093661	2.000000	42.782228	9.908359	5.000000	26.693380	5.090608	2.000000	93.594456	2.435216	5.000000	93.516272	4.619319	4.000000	0.024243	2.790532	4.000000	0.024006	0.385063	4.000000	95.717893	4.649983	1.000000	30.820338	1.343306	1.000000	74.158358	1.857283	2.000000	0.010995	2.675736	5.000000	0.035930	0.749889	1.000000	26.338014	2.987930	4.000000	41.173318	0.272523	4.000000	50.530291	0.183624	4.000000	0.085102	10.723115	4.000000	33.154660	2.186229	5.000000	88.236253	12.493858	5.000000	91.837578	1.729497	1.000000	52.388832	32.385578	5.000000	35.453170	32.985944	4.000000	56.860721	1.243757	2.000000	36.523393	2.023544	3.000000	61.550923
3	2	5.830720	83.409099	83.713647	643.489298	88.379344	51.362221	38.619305	42.697249	68.790130	91.240197	14.979953	6.906459	83.027242	12.057960	0.912849	0.897312	0.621825	0.555580	0.665412	0.270654	0.533155	0.213569	0.877686	0.113257	0.778112	0.207234	0.651787	0.144757	57.035940	1.000000	88.120368	0.711168	4.000000	0.315401	15.139370	5.000000	72.959409	0.345383	6.000000	0.018901	4.496388	2.000000	0.048096	0.900054	1.000000	0.010882	0.482173	2.000000	0.011675	18.561993	4.000000	66.895833	1.320824	4.000000	36.225074	2.437708	2.000000	62.121053	0.267383	2.000000	38.717092	4.319741	6.000000	85.384882	16.302391	3.000000	52.357457	0.811416	1.000000	1.698280	5.893268	3.000000	21.446836	0.792618	6.000000	0.011226	1.088871	6.000000	0.010598	6.005095	2.000000	92.366789	5.420262	6.000000	33.772352	2.146759	4.000000	41.595047	1.794172	3.000000	0.057299	1.291780	2.000000	0.010591	0.878236	3.000000	36.115064	1.804108	3.000000	66.344175	2.047730	2.000000	70.894890	1.881021	5.000000	0.015769	15.274125	6.000000	36.732044	1.619874	5.000000	77.537304	12.718035	4.000000	40.740052	0.889644	6.000000	60.684330	67.823924	1.000000	81.430994	43.822587	2.000000	55.110825	0.393748	5.000000	30.523315	0.048038	3.000000	36.959531
4	3	91.332786	77.233306	60.937890	757.120877	83.522808	75.482775	58.902413	2.063826	25.329069	77.468800	47.084914	63.131219	22.874377	34.250583	0.793521	0.907786	0.494740	0.317010	0.399088	0.901044	0.997080	0.628702	0.375478	0.669178	0.792494	0.325423	0.285145	0.298557	90.977023	2.000000	44.813290	0.830009	4.000000	0.014460	8.519945	2.000000	98.906211	0.825571	6.000000	0.010101	1.531091	5.000000	0.014696	2.726301	3.000000	0.011099	5.650333	3.000000	0.020892	20.152571	3.000000	10.053921	0.349752	2.000000	13.816944	49.607179	6.000000	46.496594	1.844224	6.000000	60.814024	3.426383	3.000000	38.194189	2.948703	5.000000	1.683914	4.043590	1.000000	41.507357	1.902143	5.000000	7.330902	3.734080	3.000000	0.016409	2.659511	4.000000	0.146517	8.049812	2.000000	63.241213	7.766054	6.000000	73.028802	1.339350	2.000000	78.739921	1.448894	4.000000	0.032893	2.227308	4.000000	0.011335	1.726028	5.000000	54.034492	2.452390	4.000000	69.195922	1.294209	2.000000	95.827144	1.750940	2.000000	0.010558	9.784812	4.000000	87.831920	5.962946	3.000000	55.346891	14.573845	1.000000	56.288863	0.513995	3.000000	22.862392	74.535316	4.000000	8.649730	26.061639	1.000000	46.989514	1.260593	4.000000	33.890819	0.599229	4.000000	81.048834
5	1	46.748702	35.443050	82.584307	993.253953	43.356013	89.073909	67.990495	81.138103	15.774343	99.833579	33.916321	90.010850	55.924331	43.812957	0.845129	0.165691	0.228869	0.445793	0.206880	0.522186	0.731859	0.501665	0.738485	0.751753	0.150875	0.944442	0.429140	0.314709	109.695778	1.000000	56.618802	0.156658	3.000000	0.011809	2.487785	6.000000	14.991538	4.787171	3.000000	0.047732	6.856349	6.000000	0.028947	0.665368	3.000000	0.015340	5.010892	5.000000	0.018958	8.198743	5.000000	85.314961	1.790181	6.000000	2.030455	15.916017	2.000000	17.139643	0.633740	3.000000	24.045134	0.967898	2.000000	16.293317	3.646558	4.000000	10.422706	7.597101	3.000000	92.527644	6.554017	2.000000	6.655313	1.848623	2.000000	0.011613	4.555476	5.000000	0.183003	7.127746	4.000000	9.787067	1.977174	3.000000	72.348250	0.208057	3.000000	74.523030	0.564166	1.000000	0.010618	2.410345	3.000000	0.052840	1.659298	2.000000	29.862617	5.733871	4.000000	22.925564	1.040943	4.000000	99.247009	0.451478	4.000000	0.022930	12.493012	6.000000	99.261644	4.927264	6.000000	49.168093	16.374245	3.000000	61.052136	0.673565	4.000000	9.443462	66.049076	1.000000	32.898935	31.663819	5.000000	37.214023	0.219361	2.000000	41.358355	1.660056	3.000000	41.221907
6	4	74.380275	88.272440	74.763848	783.505576	20.735103	89.937535	64.435516	19.757769	84.935105	52.756940	98.507397	84.359029	29.396408	28.345383	0.214787	0.900395	0.456508	0.219230	0.983766	0.692696	0.816694	0.678311	0.443861	0.630984	0.325712	0.488888	0.735330	0.160567	131.926824	4.000000	16.720260	0.830065	1.000000	0.077206	2.257239	2.000000	12.172303	0.477385	3.000000	0.072689	6.240909	3.000000	0.011917	3.301019	3.000000	0.013211	4.513190	5.000000	0.015043	9.186657	6.000000	96.286915	0.579123	1.000000	59.876802	70.183985	3.000000	35.219412	6.541461	2.000000	17.443456	3.266658	4.000000	83.179631	9.842294	6.000000	55.717127	0.904847	4.000000	86.801934	1.703962	5.000000	95.901294	6.719637	3.000000	0.016038	1.439786	5.000000	0.024015	0.670760	6.000000	12.739254	2.193362	6.000000	81.684234	0.230831	4.000000	68.888952	0.982343	4.000000	0.014624	5.690087	1.000000	0.028826	1.027377	6.000000	33.418206	5.957314	1.000000	39.550463	0.879894	4.000000	11.993961	3.105792	5.000000	0.014081	12.667209	5.000000	19.645999	1.480064	6.000000	71.228228	2.270888	4.000000	8.376527	1.085819	1.000000	49.507481	31.077287	1.000000	84.020582	43.256466	6.000000	15.539617	2.163215	5.000000	16.086150	0.801260	2.000000	94.277204
7	3	61.503313	9.790551	76.667792	864.282468	72.025255	31.030513	75.749210	70.523854	99.431774	56.776647	3.861040	51.101918	29.259292	79.716665	0.259023	0.608456	0.915394	0.318905	0.516486	0.329671	0.974029	0.286035	0.339386	0.778927	0.980865	0.953392	0.695596	0.933537	68.162150	6.000000	2.627994	0.238699	1.000000	0.019063	2.939072	6.000000	14.284021	7.188986	5.000000	0.010001	3.023975	2.000000	0.012491	3.692369	4.000000	0.015348	4.503639	5.000000	0.114677	14.976714	2.000000	16.026981	0.313786	2.000000	40.192162	36.634950	6.000000	20.986837	2.904836	5.000000	76.974337	3.392295	2.000000	64.638457	9.225575	3.000000	67.734557	0.706761	4.000000	72.448741	5.725348	4.000000	69.545015	6.771252	5.000000	0.016715	1.641481	2.000000	0.012723	7.035846	1.000000	70.582494	3.501326	3.000000	82.089484	3.655059	6.000000	93.840161	0.524968	3.000000	0.010477	5.403335	6.000000	0.017813	0.387205	6.000000	87.523274	5.850598	6.000000	13.864988	0.628561	2.000000	71.599299	3.378628	1.000000	0.010351	8.582652	5.000000	26.229184	1.616761	5.000000	53.399311	5.971307	1.000000	56.519016	1.628947	3.000000	59.869004	42.517433	2.000000	67.185592	10.950438	1.000000	83.387231	1.131963	3.000000	28.295673	0.791312	2.000000	75.744777
8	4	12.609138	68.065794	5.683864	303.896711	37.617143	26.681918	98.504745	53.506076	72.596704	89.813242	10.253804	43.998084	87.708792	16.115412	0.271808	0.905164	0.268137	0.668335	0.971490	0.524074	0.189269	0.732377	0.244073	0.362394	0.726231	0.934126	0.679662	0.255749	72.906909	4.000000	26.414948	0.667066	1.000000	0.028282	6.136586	3.000000	17.387291	4.598009	3.000000	0.084248	4.448803	4.000000	0.011426	3.292532	4.000000	0.029617	0.455747	1.000000	0.017648	10.475620	2.000000	19.996870	0.218150	3.000000	19.790787	3.424719	2.000000	99.888849	5.885041	4.000000	96.160163	3.385039	2.000000	98.299034	7.423234	2.000000	8.670698	1.743759	3.000000	45.767151	5.393529	6.000000	31.607194	5.144146	4.000000	0.012951	3.678973	5.000000	0.017271	3.581248	4.000000	56.833561	3.558337	6.000000	65.670293	4.210647	1.000000	88.633964	1.074055	5.000000	0.014902	0.453922	2.000000	0.066367	0.579123	3.000000	86.165376	6.570373	3.000000	73.366043	0.323463	2.000000	13.659304	2.642517	2.000000	0.121148	2.746575	5.000000	23.872127	3.711290	5.000000	95.615695	16.649024	1.000000	14.710542	1.290117	2.000000	87.860744	4.252101	4.000000	59.022211	22.191417	5.000000	67.093038	1.968178	1.000000	77.266026	0.297402	4.000000	78.490932
9	2	43.614574	35.239598	61.353625	196.923356	72.205717	5.358548	5.682934	7.814043	63.132396	48.050046	91.547551	21.950864	26.203400	88.509663	0.523837	0.834561	0.124188	0.170487	0.470725	0.584569	0.122319	0.406746	0.474752	0.848486	0.112164	0.603742	0.581390	0.521834	39.700726	2.000000	25.231948	0.248459	2.000000	0.010160	7.427353	5.000000	25.875658	5.567994	1.000000	0.034065	8.017132	1.000000	0.620037	1.208561	3.000000	0.010554	0.939245	4.000000	0.018830	3.729993	4.000000	83.087984	1.741035	4.000000	34.143662	4.069588	5.000000	2.461822	5.525479	5.000000	83.537371	1.090411	1.000000	4.513267	10.203878	4.000000	98.792864	6.477255	4.000000	1.024486	0.576773	6.000000	7.655022	4.828245	3.000000	0.013801	2.532218	6.000000	0.020490	7.355158	2.000000	3.482577	3.408357	3.000000	91.513356	1.492142	6.000000	38.966178	1.304410	3.000000	0.080255	0.720782	1.000000	0.038406	0.603487	3.000000	47.632069	2.368400	4.000000	22.316446	1.191599	4.000000	65.678786	4.431224	2.000000	0.025490	7.670066	6.000000	4.457291	0.241793	5.000000	50.746792	6.945364	4.000000	59.003406	1.081609	4.000000	3.223530	15.315773	2.000000	46.168991	42.266034	4.000000	13.852270	1.704596	6.000000	65.834607	0.205754	1.000000	77.189636
10	4	91.287324	36.420300	54.229698	458.667539	51.802826	46.987286	46.047716	59.910658	79.756287	98.088573	42.889340	94.343437	81.936133	23.307412	0.661014	0.417257	0.269612	0.337415	0.174957	0.193021	0.189221	0.691347	0.135267	0.140666	0.829363	0.200771	0.179248	0.851480	151.080994	6.000000	73.050543	0.683373	4.000000	0.012365	8.694746	3.000000	5.230420	0.936532	2.000000	0.015812	2.933806	5.000000	0.011401	0.596710	4.000000	0.821641	0.640684	6.000000	0.015631	15.880869	2.000000	29.257886	0.933379	4.000000	70.253323	51.648484	1.000000	90.031119	6.505223	5.000000	37.794656	1.594227	5.000000	72.518240	3.483854	4.000000	80.130069	1.985525	1.000000	96.993598	6.489872	6.000000	42.182352	2.030175	2.000000	0.070917	0.585281	4.000000	0.023203	7.552973	5.000000	46.273904	2.420434	1.000000	45.370968	4.488153	1.000000	38.803089	1.159760	3.000000	0.029701	5.544387	2.000000	0.012255	0.690347	4.000000	36.822269	6.286221	3.000000	88.766381	0.460282	3.000000	81.556582	4.309613	6.000000	0.013531	1.183015	1.000000	53.207749	2.617355	2.000000	35.105547	15.036152	1.000000	16.514103	1.477112	5.000000	64.337808	43.724854	1.000000	44.424089	20.220784	6.000000	60.678490	1.673381	2.000000	74.207801	1.983122	5.000000	78.959120
