1	2	61.640724	514.853013	99.008097	9.027226	81.032075	12.176265	75.713468	12.016874	9.522834	0.838206	0.863006	0.948875	0.478333	0.751401	0.358943	0.518866	0.343750	0.923335	79.628668	2.000000	59.878154	2.023609	1.000000	0.099395	9.680461	2.000000	0.017648	13.476359	5.000000	98.609405	22.102679	3.000000	0.017909	4.128050	2.000000	62.263617	5.205941	4.000000	0.013536	5.899419	4.000000	0.010312	0.763283	3.000000	18.101488	2.526684	2.000000	14.145402	7.780801	1.000000	0.028529	1.995445	1.000000	0.010460	4.307748	2.000000	0.011769	4.370296	6.000000	0.011111	4.054116	3.000000	0.017213	0.824202	4.000000	0.063969	2.514743	3.000000	0.010017	40.845822	2.000000	0.026113	15.566402	4.000000	0.014766
2	2	41.652787	583.573175	29.939912	99.485426	45.527824	55.931454	32.763848	39.767779	2.446270	0.475670	0.220188	0.713266	0.265398	0.176445	0.464565	0.654852	0.107146	0.411054	49.266069	6.000000	80.177157	2.393286	4.000000	0.041074	6.297712	5.000000	0.010408	7.008102	5.000000	79.377823	52.968247	2.000000	0.065753	3.964430	4.000000	39.311974	45.900451	2.000000	0.011796	33.258293	6.000000	0.012828	0.138124	4.000000	83.514766	2.326014	3.000000	66.828999	53.592330	6.000000	0.016823	2.155783	1.000000	0.039970	1.636745	2.000000	0.011482	4.553521	2.000000	0.019993	2.768973	3.000000	0.021234	0.350444	4.000000	0.022783	1.067805	6.000000	0.018546	40.860811	6.000000	0.024715	6.874674	1.000000	0.013283
3	1	45.116708	641.922363	38.519352	90.317305	42.517523	63.310106	81.254425	62.873328	82.479334	0.798063	0.357483	0.229007	0.139206	0.887796	0.940132	0.117172	0.835071	0.127135	20.747261	5.000000	83.325674	3.548456	3.000000	0.012401	0.610992	3.000000	0.175247	6.728050	6.000000	68.053060	10.412385	2.000000	0.022929	4.620300	4.000000	52.206623	13.924536	2.000000	0.011159	15.740755	5.000000	0.042944	2.088268	4.000000	3.151175	0.537690	6.000000	32.122644	50.082719	4.000000	0.012060	3.988401	3.000000	0.015743	1.932405	6.000000	0.030342	2.574287	6.000000	0.032339	0.994736	6.000000	0.055140	2.355855	1.000000	0.257408	2.089422	5.000000	0.046183	2.410542	4.000000	0.012985	54.320947	5.000000	0.032043
4	1	15.082962	470.993459	23.542695	4.800179	99.428868	38.681449	89.189641	53.566453	27.900094	0.637523	0.178378	0.459021	0.606419	0.772058	0.116559	0.170542	0.201337	0.632373	102.584228	1.000000	33.449715	4.119406	4.000000	0.012069	9.681168	6.000000	0.010966	10.732658	3.000000	73.309032	1.336491	6.000000	0.041290	4.130023	5.000000	71.363421	4.756059	1.000000	0.013140	35.863130	2.000000	0.015142	3.924816	1.000000	52.344989	3.563404	2.000000	56.381263	0.901948	1.000000	0.031651	0.874403	6.000000	0.012831	0.291414	2.000000	0.017350	1.255381	4.000000	0.021428	3.842966	3.000000	0.013839	2.307518	3.000000	0.025790	4.545896	5.000000	0.012269	43.898146	4.000000	0.104333	47.150587	5.000000	0.054638
5	2	39.579764	73.359111	89.015131	76.432607	69.608188	71.587858	38.478679	80.360987	83.739692	0.846321	0.849548	0.442335	0.542139	0.886724	0.721489	0.838921	0.692436	0.796930	135.100956	6.000000	6.858725	4.060466	6.000000	0.198736	6.085213	3.000000	0.011711	9.388982	5.000000	10.684854	19.865865	6.000000	0.013616	2.194983	3.000000	69.586298	23.597972	2.000000	0.026934	13.287957	2.000000	0.010570	4.038874	6.000000	34.252593	3.654275	3.000000	15.963494	10.072891	2.000000	0.050093	0.192119	6.000000	0.097123	2.668620	5.000000	0.040615	1.455067	3.000000	0.014807	1.143837	1.000000	0.023394	0.220213	3.000000	0.012350	1.682430	3.000000	0.277552	46.470223	5.000000	0.044158	4.556317	1.000000	0.014213
6	1	75.902983	56.996223	10.639379	89.298595	21.550540	69.323748	70.734718	11.191423	96.305897	0.593555	0.419448	0.859779	0.661241	0.685465	0.750015	0.657894	0.270199	0.733731	141.574368	1.000000	17.492077	1.129666	4.000000	0.012184	1.409478	4.000000	0.011392	10.602240	4.000000	12.633581	36.611131	5.000000	0.012904	1.229897	2.000000	7.809201	30.680525	4.000000	0.012106	24.646258	2.000000	0.041841	1.777385	4.000000	9.755956	1.102324	5.000000	35.534904	19.129157	4.000000	0.018067	2.324223	3.000000	0.010086	1.248207	1.000000	0.442649	2.070582	1.000000	0.013005	2.232649	6.000000	0.021164	2.089794	2.000000	0.022446	3.146103	1.000000	0.021173	56.404327	1.000000	0.079120	54.663683	5.000000	0.012996
7	1	12.116346	420.204243	13.983655	25.158629	22.853458	48.127696	43.277249	35.310037	43.895483	0.391905	0.479744	0.937316	0.333748	0.216369	0.337544	0.424794	0.856207	0.359292	13.345794	5.000000	92.165343	1.113037	5.000000	0.014833	0.529442	2.000000	0.015078	8.508787	6.000000	90.496799	3.270976	5.000000	0.012486	1.865415	3.000000	30.025915	34.086435	3.000000	0.017858	39.916231	5.000000	0.011854	3.950703	4.000000	46.990321	2.914886	4.000000	61.570381	46.444648	3.000000	0.023405	0.374283	2.000000	0.023557	3.299127	2.000000	0.015668	0.387086	5.000000	0.100686	2.414815	6.000000	0.014365	2.447191	2.000000	0.024944	2.606327	1.000000	0.010611	0.882426	2.000000	0.051624	11.698823	5.000000	0.016351
8	2	18.987937	540.609701	9.058636	32.145461	27.234512	81.437930	50.933524	95.888738	69.182628	0.393814	0.858514	0.537646	0.414099	0.448958	0.365791	0.198375	0.132801	0.590700	42.415179	5.000000	4.165966	3.456248	2.000000	0.026118	11.937228	2.000000	0.010371	11.530152	4.000000	32.901726	3.634337	6.000000	0.014045	0.698365	5.000000	41.907736	42.078737	4.000000	0.045794	16.057732	6.000000	0.011865	3.149504	1.000000	80.302455	1.949048	4.000000	86.148557	28.438367	3.000000	0.058873	4.536869	5.000000	0.015221	3.856450	4.000000	0.014091	3.724376	1.000000	0.032042	2.991770	2.000000	0.010022	1.946189	2.000000	0.013931	0.351035	1.000000	0.011469	38.343847	2.000000	0.013137	32.117464	3.000000	0.026901
9	2	84.805359	733.026576	65.835677	65.478288	1.318063	19.048552	77.866441	75.788909	24.216430	0.592418	0.130461	0.752857	0.105639	0.620120	0.420950	0.533372	0.513898	0.859473	143.840739	5.000000	75.438999	1.644682	6.000000	0.014660	5.075605	3.000000	0.033769	5.979755	4.000000	33.922983	44.517435	4.000000	0.022384	2.466333	1.000000	90.462079	56.914895	2.000000	0.010167	36.298459	1.000000	0.013739	0.352486	5.000000	6.832493	0.903544	5.000000	44.075499	18.662930	5.000000	0.014242	0.947506	3.000000	0.014689	1.167784	3.000000	0.020370	1.171268	2.000000	0.027400	2.066005	6.000000	0.026556	3.960810	2.000000	0.151378	2.903151	3.000000	0.013310	13.054279	1.000000	0.011602	17.154006	2.000000	0.050143
10	2	19.198937	161.127181	47.522873	38.396634	10.079927	75.394587	27.290557	37.166323	80.078304	0.720885	0.912825	0.244154	0.672983	0.874611	0.525468	0.651792	0.856576	0.483245	124.324399	2.000000	69.116684	1.754907	1.000000	0.291406	13.956108	3.000000	0.052456	2.944693	6.000000	45.953197	48.044846	6.000000	0.016591	3.257268	6.000000	15.066594	3.390258	4.000000	0.012281	39.112545	4.000000	0.015092	4.181014	6.000000	58.626007	1.815238	5.000000	72.987566	54.023267	6.000000	0.017974	1.962947	1.000000	0.033985	3.218124	4.000000	0.012352	2.710010	1.000000	0.014932	0.600368	1.000000	0.032138	4.007010	1.000000	0.017121	2.155776	3.000000	0.018975	26.816025	4.000000	0.018954	42.408584	3.000000	0.010147
