1	1	83.618095	79.281874	57.272855	41.441234	1.615501	62.524454	62.491787	71.785031	96.789288	98.501993	54.906518	57.990271	49.063020	46.988472	90.882315	45.615462	61.728872	86.777714	58.697609	72.634336	87.364161	1.100685	0.346986	0.429067	0.920500	0.843579	0.626512	0.633593	0.481739	0.872751	0.919002	0.314302	0.549903	0.265885	0.618424	0.664856	0.221235	0.678749	0.325900	0.205700	0.769179	0.229667	0.795599	0.140622	16.879768	6.000000	48.004740	69.720806	5.000000	69.283598	5.278034	2.000000	0.018514	9.955749	5.000000	0.027774	14.321105	1.000000	0.013168	10.703286	5.000000	0.029737	13.970941	3.000000	62.087580	37.825003	3.000000	27.596333	74.319468	1.000000	60.479032	0.407559	5.000000	0.025140	10.378582	5.000000	0.070260	106.151079	4.000000	80.669661	9.359297	1.000000	62.213025	15.842381	2.000000	35.252843	41.411345	4.000000	0.010202	54.981907	4.000000	55.297180	4.533761	1.000000	78.289123	2.137715	5.000000	40.669104	153.035821	3.000000	46.938728	26.040044	3.000000	0.013062	7.170315	5.000000	9.675593	6.440454	4.000000	86.336177	2.453285	2.000000	39.217421	56.113284	2.000000	8.909344	38.483005	6.000000	0.017035	38.615518	1.000000	37.348160	180.928851	2.000000	79.764927	33.656223	6.000000	61.762392	45.872892	3.000000	58.158735
2	1	71.025640	68.703806	58.745894	81.277395	2.587339	73.415250	36.877588	67.996548	21.745825	56.267314	95.738714	97.298693	32.290733	3.486416	77.900211	99.210284	90.397092	17.163087	60.338193	74.605333	73.989365	3.286780	0.836609	0.142957	0.663678	0.860440	0.657688	0.273185	0.963226	0.720994	0.277638	0.148826	0.348854	0.439139	0.613586	0.479529	0.534154	0.232900	0.669741	0.432863	0.718590	0.256116	0.602397	0.739332	10.963822	4.000000	47.518052	63.317911	4.000000	69.946785	16.496378	4.000000	0.026750	14.047219	3.000000	0.014975	33.895921	4.000000	0.012001	9.243564	4.000000	0.018927	18.343636	2.000000	27.724592	24.190373	2.000000	8.607696	17.030489	2.000000	25.741619	0.384301	6.000000	0.013478	6.454930	4.000000	0.105984	139.583470	5.000000	34.335716	16.326347	6.000000	16.948629	11.912854	2.000000	50.649486	155.521178	1.000000	0.042755	43.544963	1.000000	25.622739	4.471721	4.000000	10.574491	1.140253	2.000000	57.375908	95.169957	3.000000	56.903292	33.940963	1.000000	0.432029	3.225006	6.000000	56.843542	35.954601	2.000000	92.386338	4.175352	3.000000	72.369794	132.430960	3.000000	65.806355	41.143429	2.000000	0.018507	7.674030	6.000000	79.734715	146.624964	6.000000	78.126027	64.745066	5.000000	30.836704	68.778966	1.000000	70.456289
3	1	99.783322	98.962488	67.172795	5.477955	13.948059	1.573760	67.575709	89.169985	50.215687	99.975674	75.709344	90.234935	86.353497	79.946953	10.520206	68.335279	19.007485	82.435210	81.271641	43.690546	36.491867	6.968729	0.293619	0.845802	0.320745	0.648538	0.331475	0.706537	0.984291	0.786608	0.227699	0.334442	0.777735	0.403818	0.967298	0.771973	0.156280	0.529093	0.204873	0.605668	0.287167	0.212746	0.924308	0.516363	17.282518	4.000000	80.314651	42.820216	3.000000	89.580227	5.178008	4.000000	0.016504	13.298569	3.000000	0.033086	59.968677	1.000000	0.031068	5.684007	3.000000	0.016718	7.824119	5.000000	81.975820	18.666652	2.000000	45.007663	54.389465	6.000000	37.231705	4.428917	2.000000	0.052980	2.133907	3.000000	0.010975	162.538400	4.000000	59.079671	23.883290	6.000000	20.630153	4.467931	4.000000	7.884186	43.720272	5.000000	0.038694	58.216310	1.000000	42.453026	1.446777	2.000000	3.378737	4.804101	1.000000	81.857291	79.620127	3.000000	88.763109	35.681543	1.000000	0.015264	5.078446	4.000000	94.406521	20.480877	1.000000	7.447128	2.352046	6.000000	34.582881	94.142322	6.000000	10.594845	57.790188	3.000000	0.044470	6.350969	1.000000	88.490377	176.423070	1.000000	23.329531	38.986295	5.000000	9.369483	131.510447	3.000000	85.202222
4	1	32.056709	44.796821	87.975301	91.222808	75.216328	30.020250	16.008079	63.232808	6.440988	44.985538	23.718920	86.980980	32.179144	61.249974	33.757487	1.401564	25.716335	89.819509	96.336490	90.300372	35.820927	26.082287	0.521265	0.481927	0.430018	0.361133	0.293269	0.648609	0.361589	0.819664	0.850938	0.648478	0.526381	0.770634	0.266786	0.472829	0.272055	0.729724	0.232634	0.635421	0.813363	0.982486	0.448076	0.372847	11.665007	1.000000	97.951269	37.996925	6.000000	77.913676	13.762125	6.000000	0.028447	49.166874	2.000000	0.059240	62.609781	4.000000	0.010235	4.567056	4.000000	0.010140	18.891244	3.000000	11.202467	40.397717	5.000000	86.800428	12.817812	2.000000	38.394770	1.936353	4.000000	0.790577	7.079140	2.000000	0.013951	151.638546	2.000000	41.656710	6.244432	1.000000	30.519521	10.933950	3.000000	96.734555	116.830365	3.000000	0.015914	22.178989	4.000000	69.937509	2.061629	1.000000	94.873861	1.632403	6.000000	68.167551	141.614132	1.000000	1.035560	64.433108	2.000000	0.024249	7.265263	4.000000	33.412443	33.822144	4.000000	12.339543	2.321404	2.000000	5.315773	154.917173	6.000000	55.018182	20.342432	6.000000	0.013380	35.170518	6.000000	88.880424	87.366741	2.000000	76.518673	48.964853	1.000000	67.300727	66.640624	4.000000	29.031925
5	2	71.111808	70.806378	40.498458	86.394303	59.887531	75.088858	55.679720	53.427030	43.667580	73.465192	99.049031	90.095471	48.871973	66.094240	75.298949	47.755825	8.614969	22.039189	15.962681	33.516026	85.849087	55.561248	0.190081	0.395483	0.465248	0.246981	0.975222	0.752361	0.535407	0.811998	0.169139	0.334499	0.875173	0.930077	0.539361	0.641514	0.934225	0.230202	0.296273	0.123444	0.262817	0.237555	0.825880	0.465839	3.323375	3.000000	38.740798	55.371610	6.000000	10.988198	17.291464	5.000000	0.013544	63.799045	2.000000	0.226298	15.809617	2.000000	0.013835	17.737953	3.000000	0.012519	9.022904	2.000000	71.706156	18.060765	6.000000	23.456293	42.461462	1.000000	88.576689	1.070428	5.000000	0.020799	11.175697	2.000000	0.013943	23.898150	1.000000	57.349764	9.570370	5.000000	78.606509	11.000276	5.000000	11.510636	136.922928	3.000000	0.042216	65.677876	4.000000	25.648281	3.719579	4.000000	21.559099	3.269181	1.000000	50.506260	43.122444	1.000000	90.509855	32.114691	1.000000	0.117851	9.656891	6.000000	91.269355	61.033833	4.000000	26.753829	0.763107	4.000000	58.599721	112.402450	4.000000	8.520043	47.465083	3.000000	0.019889	59.541742	6.000000	67.174859	101.547636	5.000000	69.696940	48.614902	6.000000	76.931935	101.440447	2.000000	80.254613
6	1	73.764265	30.653632	75.768938	41.320535	58.197608	55.386276	6.377820	15.084633	50.425842	59.912366	38.829844	83.139877	46.355222	20.785248	13.770157	97.809122	99.927980	40.770454	78.164585	81.431872	21.789449	61.850368	0.736419	0.433075	0.547345	0.301220	0.530830	0.922300	0.921518	0.986897	0.487222	0.877145	0.928604	0.685445	0.650403	0.861014	0.161067	0.700780	0.843070	0.786406	0.220674	0.685542	0.657792	0.482936	9.721479	5.000000	39.832390	22.525808	2.000000	78.133217	18.455930	5.000000	0.015020	65.041204	3.000000	0.017714	55.593916	1.000000	0.027816	5.805368	6.000000	0.299168	16.039634	3.000000	71.592785	53.165871	4.000000	41.588403	1.481606	4.000000	18.869836	1.769305	6.000000	0.107745	5.574183	1.000000	0.014767	55.417713	5.000000	18.243997	4.449202	6.000000	43.087435	3.038189	6.000000	22.178813	178.729185	5.000000	0.011389	44.346322	6.000000	60.672682	3.597864	1.000000	51.589052	0.189927	4.000000	95.161083	16.425479	2.000000	6.772913	42.765418	2.000000	0.046248	3.467666	4.000000	25.563208	58.568432	3.000000	55.058174	2.878182	3.000000	20.573216	10.323645	3.000000	82.399606	32.075350	1.000000	0.020197	18.602931	3.000000	14.575711	70.565763	3.000000	99.679982	63.684897	2.000000	69.064489	103.241995	5.000000	4.893003
7	1	22.256600	83.130193	97.628589	63.066305	60.887924	5.551965	12.759507	98.832762	53.426662	11.099083	68.702506	92.117248	10.701399	54.014652	13.557684	14.138455	42.784405	80.585279	90.425470	25.360853	33.865512	52.991777	0.238910	0.344650	0.292831	0.582527	0.965545	0.186188	0.942100	0.427244	0.148856	0.765707	0.775753	0.100670	0.317883	0.980220	0.903113	0.758946	0.947644	0.821014	0.759554	0.624142	0.781012	0.901011	14.843878	5.000000	67.157564	57.986850	1.000000	70.282887	0.304432	3.000000	0.016472	27.014695	1.000000	0.018747	19.500817	2.000000	0.011925	0.421887	4.000000	0.034404	19.812357	1.000000	26.189765	38.903159	2.000000	53.306882	34.090576	2.000000	77.319767	4.817008	3.000000	0.010114	1.585042	2.000000	0.087043	3.128281	1.000000	66.020795	15.223193	3.000000	31.798420	14.998770	4.000000	14.055248	49.145193	3.000000	0.042438	7.272777	5.000000	91.852427	2.189087	1.000000	33.420730	1.534644	5.000000	44.976468	152.166632	1.000000	79.824342	2.152359	3.000000	0.051894	17.575411	3.000000	58.985467	74.589657	6.000000	91.961839	1.172107	2.000000	10.255980	31.033502	4.000000	10.621718	60.930147	6.000000	0.162967	68.928836	2.000000	41.052781	169.411031	4.000000	97.161289	21.343640	6.000000	55.651421	137.263330	1.000000	71.885386
8	1	55.233684	96.530581	67.903486	72.180767	98.786027	33.270168	89.228505	47.529639	58.919603	18.865035	8.287171	55.563355	3.393815	91.841651	87.957256	75.687387	36.693765	21.977923	85.163569	25.916109	29.453915	74.715989	0.592144	0.752248	0.594279	0.752352	0.979844	0.485970	0.911987	0.283566	0.246764	0.847235	0.808320	0.554162	0.475545	0.870375	0.462272	0.232718	0.116332	0.372385	0.964998	0.629121	0.331360	0.557901	7.134461	4.000000	34.419801	38.832867	5.000000	91.361497	7.770341	5.000000	0.011640	16.603243	2.000000	0.026660	22.321241	1.000000	0.022258	2.424330	4.000000	0.043664	1.469914	4.000000	67.706396	42.793014	5.000000	68.537627	66.255216	5.000000	99.637628	3.493230	3.000000	0.108714	12.726881	3.000000	0.027723	139.637137	2.000000	48.528705	21.163037	4.000000	11.046722	10.659561	4.000000	95.026284	44.848049	6.000000	0.019051	44.132410	6.000000	41.182757	4.732318	3.000000	63.124002	0.229186	2.000000	53.503094	34.861182	1.000000	2.824129	6.957002	3.000000	0.011799	1.217222	3.000000	35.878679	16.301494	2.000000	37.802735	1.341264	2.000000	79.295517	113.052870	2.000000	54.346576	39.636140	4.000000	0.023246	53.919014	2.000000	84.902547	59.353747	5.000000	12.594202	9.041234	6.000000	41.080778	89.748341	6.000000	46.054103
9	10	17.122698	30.769309	85.784403	70.480006	65.161727	75.041136	53.178467	14.520846	26.737174	95.097149	86.576268	84.992601	79.461801	44.035177	87.036794	50.939010	5.044615	43.704907	53.547132	47.670095	39.515345	95.672936	0.196252	0.273223	0.611895	0.572289	0.872941	0.641941	0.541941	0.126030	0.143773	0.252554	0.513664	0.664029	0.516938	0.817460	0.432405	0.756489	0.538448	0.915130	0.527617	0.177041	0.853007	0.816528	8.892262	6.000000	87.136380	71.995266	1.000000	25.453777	4.156108	3.000000	0.031026	39.946132	2.000000	0.228118	60.794110	3.000000	0.088229	17.118051	1.000000	0.012651	18.163612	4.000000	99.761825	41.961226	6.000000	78.682677	18.848274	1.000000	62.476608	0.607376	5.000000	0.055314	13.966852	4.000000	0.039494	66.015319	1.000000	82.683307	23.206596	4.000000	61.820996	9.932591	3.000000	74.695242	154.775135	1.000000	0.063565	40.901547	5.000000	68.459885	1.301150	6.000000	60.660987	4.021404	4.000000	58.382906	53.556926	3.000000	36.570972	56.271678	5.000000	0.011226	15.382848	3.000000	7.714080	34.005943	3.000000	7.220681	5.081456	3.000000	28.520973	23.200343	3.000000	67.259643	28.002931	2.000000	0.013538	54.507950	1.000000	87.576124	86.143745	5.000000	83.032860	16.541453	6.000000	47.347654	155.340210	4.000000	68.641353
10	10	41.431947	5.072606	53.096824	79.497015	88.198927	57.143746	50.152357	31.352932	60.781767	2.217343	89.358465	98.680302	61.751212	63.015131	66.467681	26.984243	46.908844	14.114800	89.210291	1.345164	47.011403	38.059885	0.593066	0.309860	0.334984	0.456086	0.388117	0.702085	0.958877	0.870219	0.520064	0.413163	0.951194	0.530070	0.245013	0.401620	0.296935	0.296800	0.359781	0.604653	0.295971	0.888873	0.813696	0.344985	15.859846	2.000000	93.457306	11.402120	5.000000	59.911629	1.505102	2.000000	0.074631	32.276233	5.000000	0.082475	21.443916	4.000000	0.013437	17.019235	4.000000	0.387436	19.970351	3.000000	84.325720	52.844637	4.000000	32.041621	5.945480	1.000000	67.677728	5.210813	4.000000	0.019904	9.205401	5.000000	0.048118	14.540488	6.000000	70.956802	3.890383	6.000000	84.713639	8.740141	2.000000	39.919179	29.841279	2.000000	0.015008	72.408757	2.000000	61.193850	1.616154	4.000000	79.966397	0.550300	6.000000	42.858386	28.906316	3.000000	84.081470	17.264810	3.000000	0.011283	12.821355	2.000000	22.408420	57.621091	1.000000	64.303233	4.929184	4.000000	94.899288	114.206164	6.000000	1.448421	43.788777	1.000000	0.023286	33.501528	1.000000	90.560646	127.125349	3.000000	39.617522	3.358148	4.000000	53.331439	182.688127	2.000000	25.089462
