1	1	34.710405	15.637613	96.717009	19.399044	63.594681	101.884946	36.028525	711.459260	32.001194	21.437917	32.513380	74.788572	0.134210	0.126684	0.368896	0.683849	0.475496	0.141807	0.823667	0.511771	0.676382	0.734384	0.680633	0.404257	12.660854	6.000000	76.496344	17.635409	2.000000	0.014874	1.912015	1.000000	81.271792	2.708434	3.000000	0.011180	2.304073	1.000000	40.494955	1.311679	3.000000	0.035513	11.992266	3.000000	71.462931	14.655538	3.000000	0.016314	10.152590	2.000000	0.036168	0.447814	2.000000	27.219663	1.346754	4.000000	27.229507	0.120664	5.000000	0.010961	1.754124	5.000000	0.207727	2.637180	4.000000	0.016496	1.731522	5.000000	52.125783	3.903536	5.000000	0.020529	2.696800	1.000000	0.018297	1.191323	4.000000	0.371436	3.177189	2.000000	0.010773	4.458909	1.000000	77.011213	1.154575	6.000000	3.538550	3.204963	2.000000	0.024788	5.760114	1.000000	0.085087	3.679579	1.000000	14.605131	3.603098	6.000000	97.643706	2.041855	2.000000	18.016311	0.050866	6.000000	0.057737	1.685433	2.000000	47.368239	3.459105	4.000000	0.014905	2.575153	6.000000	0.019163	11.262063	4.000000	91.009270	0.325952	1.000000	0.521898	2.236188	3.000000	0.048846	2.873159	3.000000	42.622569	3.029898	5.000000	50.722623
2	1	52.205435	59.152992	17.976884	75.211112	27.515825	586.240613	42.435346	641.764101	96.788300	7.221903	58.375310	1.192563	0.536749	0.990184	0.774668	0.810258	0.383621	0.275297	0.661019	0.277743	0.748793	0.720042	0.196624	0.168365	116.098512	6.000000	29.304195	4.939737	3.000000	0.025933	10.776623	2.000000	79.135845	0.488191	1.000000	0.022267	11.848368	1.000000	19.686950	1.056458	3.000000	0.099329	7.615419	1.000000	43.747119	0.401079	1.000000	0.010359	17.349069	6.000000	0.010582	4.382706	2.000000	63.303496	1.316252	1.000000	40.807739	2.299203	6.000000	0.013521	3.528720	6.000000	0.012790	10.460399	5.000000	0.012577	4.726294	5.000000	6.445093	3.819343	6.000000	0.016137	2.089462	1.000000	0.013075	0.643899	4.000000	0.014680	1.978881	1.000000	0.012091	2.770813	1.000000	77.919733	1.342457	4.000000	5.517681	2.105217	1.000000	0.013299	4.347468	4.000000	0.029421	1.437294	1.000000	64.858899	0.116133	2.000000	78.986591	2.290522	2.000000	32.166238	0.421259	2.000000	0.012804	1.382400	6.000000	32.049625	2.629748	3.000000	0.034851	2.930789	5.000000	0.071674	6.611269	3.000000	12.466443	0.193707	4.000000	0.022144	0.546180	1.000000	0.028024	0.312851	3.000000	12.481984	1.882374	4.000000	21.169242
3	1	3.058156	10.834824	86.319620	90.564835	2.983123	655.735373	33.217855	732.955746	50.487171	29.708853	34.211241	36.323405	0.637832	0.106380	0.330834	0.163294	0.744291	0.428091	0.190197	0.151334	0.991438	0.155826	0.325532	0.271588	26.791685	2.000000	72.226385	16.992764	3.000000	0.033627	12.896472	2.000000	71.572608	2.381935	2.000000	0.011576	1.442824	6.000000	34.121738	3.296769	4.000000	0.011041	17.667693	1.000000	83.009825	17.681101	1.000000	0.011244	15.464681	5.000000	0.020919	4.850174	2.000000	48.043857	0.745858	5.000000	58.591384	3.330425	1.000000	0.013583	4.460334	2.000000	0.014566	7.398301	4.000000	0.056645	0.499924	5.000000	53.213806	3.190853	2.000000	0.012379	3.452642	3.000000	0.033261	0.335769	1.000000	0.013511	2.326565	3.000000	0.018270	0.202589	1.000000	9.533375	2.462449	3.000000	57.285772	2.192034	2.000000	0.015616	2.866257	4.000000	0.047872	1.402797	3.000000	74.879998	0.925223	2.000000	39.410319	3.058400	6.000000	94.399946	1.637004	1.000000	0.012263	5.769221	6.000000	97.467532	1.423016	5.000000	0.035342	2.217102	6.000000	0.035711	14.973382	2.000000	90.660231	3.984203	6.000000	0.187492	4.905835	5.000000	0.023576	2.062353	4.000000	75.333785	1.067370	6.000000	57.002478
4	1	35.986838	64.064354	9.556082	27.324104	87.674074	180.406978	49.470667	81.551981	51.049165	64.217593	86.403403	30.381520	0.591594	0.158415	0.996918	0.265753	0.612136	0.389172	0.148261	0.915350	0.440703	0.895110	0.210447	0.818260	34.486398	5.000000	7.976468	10.108133	1.000000	0.021950	17.968743	6.000000	69.125416	0.423523	4.000000	0.020987	4.204948	1.000000	28.571917	0.640324	1.000000	0.041441	5.489463	6.000000	31.471387	9.398686	4.000000	0.010666	2.275622	5.000000	0.018869	5.304524	1.000000	72.633314	0.072742	1.000000	4.385518	4.014377	3.000000	0.082150	2.331135	5.000000	0.012742	13.344451	1.000000	0.027823	2.932915	1.000000	5.313626	4.839112	5.000000	0.026086	2.648263	2.000000	0.229659	1.182002	3.000000	0.018816	1.797726	6.000000	0.027138	5.403128	1.000000	31.382162	0.772717	2.000000	76.740630	0.932053	1.000000	0.014030	4.808205	2.000000	0.060837	3.048122	2.000000	43.453530	4.224493	6.000000	58.452356	0.544039	2.000000	68.719131	0.434947	1.000000	0.019369	0.290367	2.000000	11.433310	1.894964	2.000000	0.013914	0.138271	4.000000	0.021942	9.184727	3.000000	78.718055	3.884489	3.000000	0.012600	1.889667	1.000000	0.076305	2.545833	3.000000	64.582950	2.391308	3.000000	17.884537
5	1	55.567566	57.405827	1.816272	79.279256	34.318147	825.932052	43.411833	720.778003	43.976351	6.988189	72.505395	34.382051	0.571019	0.520231	0.517071	0.773670	0.948589	0.799303	0.910568	0.507415	0.917207	0.381695	0.918010	0.409898	19.676869	6.000000	93.503837	17.721977	2.000000	0.013044	14.738962	3.000000	19.571382	1.273114	5.000000	0.039019	1.185210	6.000000	61.326453	3.618052	5.000000	0.058941	7.497077	2.000000	8.807843	11.003822	4.000000	0.011440	2.833516	1.000000	0.039501	4.345305	4.000000	51.911793	0.787158	3.000000	57.144550	2.577154	3.000000	0.010205	1.252422	6.000000	0.023851	6.834391	2.000000	0.252669	3.023685	6.000000	62.761174	1.691749	1.000000	0.018440	1.686092	3.000000	0.010434	0.343883	4.000000	0.011637	4.925217	2.000000	0.018228	4.847478	2.000000	46.530539	2.472017	1.000000	39.191106	3.530982	5.000000	0.012741	3.962991	4.000000	0.279703	3.296670	1.000000	12.180809	3.723521	5.000000	94.444576	3.587627	2.000000	98.946590	0.306524	3.000000	0.034538	0.651456	5.000000	38.569553	2.314213	3.000000	0.430152	4.169576	5.000000	0.206795	5.960081	1.000000	10.071390	3.805580	5.000000	0.185225	2.304378	6.000000	0.013488	4.654994	5.000000	61.324731	0.453944	1.000000	12.623612
6	1	82.291905	79.313037	46.920809	43.099445	57.928603	351.581948	13.589111	152.834078	18.338603	88.700722	87.443593	20.520844	0.291140	0.501063	0.475429	0.629650	0.138955	0.115878	0.349324	0.523153	0.604050	0.507348	0.226110	0.706701	90.998775	3.000000	96.722962	13.300148	4.000000	0.022674	5.095127	3.000000	55.115849	2.346176	4.000000	0.047612	12.703912	5.000000	2.262607	0.602852	5.000000	0.027270	1.335820	4.000000	39.764546	3.951388	6.000000	0.024173	17.746870	6.000000	0.091898	3.250403	1.000000	18.951326	0.564241	2.000000	37.272696	4.030007	2.000000	0.018052	2.259246	6.000000	0.010494	9.545530	2.000000	0.378163	1.503792	5.000000	5.106715	1.959475	1.000000	0.136323	1.577346	1.000000	0.010265	0.972887	3.000000	0.012396	4.738063	4.000000	0.043798	5.049280	4.000000	12.282265	0.700994	2.000000	41.866694	2.891451	4.000000	0.281634	3.166940	3.000000	0.131611	5.667075	1.000000	47.782818	3.520516	3.000000	37.236403	5.600106	3.000000	41.365796	1.145441	4.000000	0.296233	1.569932	5.000000	25.265368	1.103607	1.000000	0.019044	1.288018	1.000000	0.014168	1.985492	4.000000	25.233946	3.020983	1.000000	0.029757	2.630415	3.000000	0.087221	0.741955	5.000000	13.295542	2.688514	5.000000	25.236833
7	10	86.122001	66.631826	16.344805	48.022121	33.733199	183.166062	59.127500	947.297713	26.189038	61.190195	89.442421	29.102115	0.582964	0.926909	0.415035	0.615489	0.871515	0.759968	0.982006	0.486529	0.324595	0.697865	0.239295	0.248170	115.240737	2.000000	69.897172	16.921740	5.000000	0.143853	5.601908	5.000000	83.887109	3.170003	4.000000	0.010058	6.765099	5.000000	75.533476	0.244626	2.000000	0.025250	9.757169	2.000000	68.250752	13.748289	5.000000	0.063679	0.540628	4.000000	0.017050	3.654088	5.000000	20.385446	1.427772	4.000000	17.395105	4.474516	6.000000	0.012156	1.487720	4.000000	0.142059	4.151250	4.000000	0.052274	4.935145	4.000000	44.541967	3.797216	5.000000	0.023127	2.450247	1.000000	0.018908	0.038228	2.000000	0.011992	1.330646	3.000000	0.055031	3.444980	4.000000	99.670004	1.997676	4.000000	12.355172	2.812815	2.000000	0.014517	2.472193	4.000000	0.014071	5.161225	2.000000	94.616697	4.539803	2.000000	81.225651	2.513215	3.000000	17.784666	0.209890	3.000000	0.040551	0.710543	6.000000	43.055470	4.171658	4.000000	0.010611	0.713997	4.000000	0.041795	2.063232	3.000000	48.772931	0.229882	2.000000	0.010928	0.472043	1.000000	0.162873	4.355826	3.000000	33.719527	4.397849	1.000000	89.675929
8	10	40.280837	59.877926	43.063714	73.442662	85.908673	601.793566	71.657439	937.092690	57.699616	27.328220	10.323106	12.489828	0.919086	0.294259	0.731702	0.302975	0.710461	0.361515	0.734568	0.501015	0.872210	0.225792	0.380094	0.466478	56.615070	6.000000	17.644554	14.349888	6.000000	0.037695	17.358971	3.000000	87.414539	0.402113	2.000000	0.015029	2.660926	1.000000	17.334616	0.203609	6.000000	0.011203	8.748000	4.000000	75.448702	18.767872	6.000000	0.024108	1.532922	6.000000	0.274131	1.446773	5.000000	38.729576	1.316320	1.000000	49.104366	4.667318	3.000000	0.010889	2.461419	4.000000	0.015531	17.677903	6.000000	0.011859	2.763894	6.000000	41.846811	3.985013	6.000000	0.010237	1.653247	2.000000	0.011812	0.522059	3.000000	0.011345	3.493197	2.000000	0.244233	3.213952	3.000000	79.786004	0.118250	2.000000	14.512366	1.283394	3.000000	0.014504	5.133259	1.000000	0.014595	2.216858	1.000000	86.134895	2.417947	4.000000	60.737777	3.273851	6.000000	55.934664	1.166394	2.000000	0.088276	1.006905	1.000000	19.486582	3.951083	1.000000	0.125065	1.983681	4.000000	0.019802	14.061037	1.000000	65.024167	0.286794	4.000000	0.010106	3.200886	4.000000	0.014840	4.094280	5.000000	36.129057	3.782094	3.000000	76.358222
9	10	90.067594	85.236908	48.475298	45.852285	95.533748	622.494244	48.671492	748.595216	57.864358	10.292352	27.126011	35.155844	0.710031	0.254151	0.606814	0.679972	0.470308	0.209584	0.242160	0.550160	0.167008	0.379144	0.317709	0.830844	23.249710	5.000000	29.265801	15.075977	1.000000	0.046165	4.636154	3.000000	29.263564	2.316786	4.000000	0.019150	4.394265	3.000000	81.334896	2.002950	3.000000	0.025553	14.869885	1.000000	89.912977	14.653423	2.000000	0.022042	6.063754	6.000000	0.022935	3.084002	4.000000	50.367784	0.431912	5.000000	50.768160	4.652342	2.000000	0.016132	0.912346	5.000000	0.025119	18.006065	3.000000	0.011984	0.735791	2.000000	49.903551	3.950251	4.000000	0.045175	2.674186	5.000000	0.031073	0.747502	3.000000	0.046119	1.504079	3.000000	0.022444	3.004085	2.000000	4.977280	0.331073	4.000000	76.256248	3.463718	5.000000	0.011480	3.183881	4.000000	0.078980	1.155348	3.000000	78.514786	3.600172	1.000000	39.098948	2.294281	5.000000	29.342561	0.164990	3.000000	0.011215	1.915425	4.000000	74.117982	4.572167	3.000000	0.086098	5.292818	3.000000	0.014840	5.127444	3.000000	9.916926	1.163627	4.000000	0.016090	0.110585	2.000000	0.046537	4.722615	4.000000	51.381643	1.332170	3.000000	27.095351
10	10	18.879476	48.613460	84.109987	16.021702	30.908395	591.665226	85.948775	151.226204	93.932802	30.934651	14.291163	10.409620	0.549898	0.937857	0.771451	0.355382	0.719368	0.871237	0.770555	0.898146	0.797697	0.106925	0.902848	0.341586	106.457672	2.000000	11.369787	17.367445	6.000000	0.024093	2.923310	3.000000	6.347909	1.541853	5.000000	0.073666	14.340449	2.000000	9.375270	3.888328	3.000000	0.941590	18.511276	3.000000	10.670314	10.951780	6.000000	0.026055	2.284963	2.000000	0.043424	2.280653	2.000000	90.072918	0.490561	4.000000	85.966721	0.581003	2.000000	0.016190	0.697187	6.000000	0.395539	13.793778	2.000000	0.017640	5.447902	6.000000	51.194918	3.657490	4.000000	0.025053	1.453693	6.000000	0.011099	0.345738	6.000000	0.031207	1.627841	6.000000	0.015708	4.838467	2.000000	68.089708	2.854887	5.000000	23.126023	1.331412	3.000000	0.062768	2.021396	2.000000	0.010275	3.973608	5.000000	65.366248	1.604331	1.000000	5.134339	2.881780	1.000000	81.827136	1.599171	4.000000	0.011562	4.518910	5.000000	10.318853	3.163558	2.000000	0.019458	5.803906	6.000000	0.060311	9.005812	5.000000	50.990634	1.579371	4.000000	0.010356	4.447784	1.000000	0.011682	4.485770	5.000000	26.383079	0.297006	5.000000	87.647946
