1	1	15.408597	3.140905	85.366496	91.109921	0.853613	0.234876	0.421187	0.961042	0.307986	2.000000	0.012513	155.166014	4.000000	0.011025	0.336483	4.000000	0.012433	0.900402	3.000000	78.652331	12.998371	6.000000	62.233618	1.238558	5.000000	0.026617	1.104266	3.000000	0.010808
2	1	51.299063	51.126912	46.285413	8.087726	0.183588	0.238151	0.667721	0.606392	0.960409	5.000000	0.010119	73.522925	1.000000	0.015530	5.915738	6.000000	0.081462	0.192878	2.000000	78.760413	121.697989	4.000000	58.223285	58.306910	2.000000	0.059057	1.458811	6.000000	0.015154
3	1	86.403951	14.375253	32.537373	97.905383	0.832217	0.750003	0.768205	0.357737	0.424365	6.000000	0.010018	67.969102	3.000000	0.018109	0.923992	1.000000	0.019732	1.041092	3.000000	85.463028	61.702770	5.000000	27.192318	50.612794	6.000000	0.015280	0.840223	6.000000	0.049398
4	1	34.941681	60.844684	99.242840	95.688946	0.395568	0.396584	0.761866	0.750826	0.974713	3.000000	0.010232	62.524774	5.000000	0.010836	7.825143	6.000000	0.013696	0.144550	5.000000	8.155933	109.638646	3.000000	98.671448	1.355049	3.000000	0.032931	0.428786	5.000000	0.016368
5	2	9.293595	10.584009	64.975043	4.634675	0.558736	0.510302	0.762758	0.568849	1.197313	4.000000	0.011542	141.251598	1.000000	0.011251	1.884977	3.000000	0.024315	1.336580	1.000000	87.658269	147.405286	1.000000	87.920483	49.138405	4.000000	0.061983	1.146391	3.000000	0.557141
6	1	11.847590	41.924808	29.695858	82.456858	0.384585	0.549608	0.430984	0.650724	1.079335	3.000000	0.023986	80.291583	3.000000	0.020564	12.033008	2.000000	0.020638	0.200387	5.000000	86.481827	21.745228	2.000000	40.570504	36.789066	1.000000	0.019192	1.186306	3.000000	0.011923
7	1	47.990760	88.418661	60.750899	81.848752	0.788373	0.527718	0.608755	0.869360	0.961485	1.000000	0.021261	136.374086	1.000000	0.011014	11.587229	1.000000	0.104807	0.089646	4.000000	9.645430	74.478496	1.000000	47.861478	21.029617	1.000000	0.015323	1.590275	2.000000	0.010953
8	2	49.150671	98.613338	12.039598	9.492247	0.466636	0.551477	0.158585	0.831533	1.313665	5.000000	0.010117	153.790798	3.000000	0.021841	0.175405	3.000000	0.014814	0.901782	5.000000	26.968647	24.576754	1.000000	34.095776	44.157107	1.000000	0.010214	1.048747	2.000000	0.011070
9	1	34.060957	19.516137	58.826367	31.828256	0.844072	0.119459	0.396265	0.546968	1.369545	5.000000	0.021126	135.503739	2.000000	0.191707	10.124357	2.000000	0.031146	0.592849	1.000000	45.139052	16.946591	2.000000	58.161104	48.628797	5.000000	0.022963	1.365643	4.000000	0.016120
10	1	67.491077	24.318359	20.736583	44.294050	0.907330	0.318173	0.111984	0.456998	0.147083	1.000000	0.024512	39.882363	1.000000	0.011854	5.106189	4.000000	0.048007	0.259697	2.000000	43.819728	3.802755	3.000000	83.732867	36.593429	5.000000	0.299334	0.766803	6.000000	0.022868
