1	1	90.168505	83.347560	22.030845	69.844914	89.326450	23.085585	74.400278	15.790752	0.527160	0.293341	0.914656	0.557446	0.593997	0.461999	0.603056	0.592389	88.146254	5.000000	41.188241	10.544499	1.000000	0.399942	1.195371	6.000000	0.015973	13.485650	2.000000	0.022298	0.641272	3.000000	0.012055	0.529798	5.000000	0.016016	0.453034	6.000000	0.023238	1.496607	4.000000	0.027396	1.004012	6.000000	21.785327	13.792560	1.000000	0.018923	1.173229	2.000000	69.003323	22.685884	4.000000	0.053140	3.961123	3.000000	0.014823	0.400881	5.000000	0.010751	42.330099	6.000000	0.034537	0.777768	5.000000	0.052549
2	2	63.005911	31.061226	16.215156	93.437678	42.078856	29.439169	94.861548	33.674807	0.620529	0.469099	0.259116	0.413031	0.180032	0.982824	0.945286	0.512987	71.265235	1.000000	6.745094	2.634252	3.000000	0.082240	0.779226	2.000000	0.029005	8.937491	5.000000	0.015547	0.560899	4.000000	0.011501	1.632565	6.000000	0.130744	1.223971	3.000000	0.106635	0.439251	3.000000	0.011061	0.369015	1.000000	92.207272	3.015818	4.000000	0.130504	1.347251	3.000000	28.741998	17.514020	5.000000	0.017262	5.600133	5.000000	0.243755	0.244277	5.000000	0.130574	29.272819	4.000000	0.018913	58.935452	2.000000	0.094944
3	1	16.638181	57.635162	26.199428	37.724876	5.675124	76.949186	87.577753	76.037383	0.517694	0.968441	0.634359	0.494997	0.467349	0.530224	0.365119	0.164185	85.410825	3.000000	52.177114	4.764569	1.000000	0.099086	1.221641	3.000000	0.033543	2.022975	5.000000	0.016955	0.933120	2.000000	0.011048	0.155883	2.000000	0.020384	0.345578	3.000000	0.014147	0.632283	1.000000	0.382847	0.348390	4.000000	87.992488	9.199865	4.000000	0.014919	1.147346	1.000000	5.538578	41.088629	5.000000	0.023661	1.280986	1.000000	0.016251	1.419303	3.000000	0.010726	49.867687	4.000000	0.360326	31.642146	2.000000	0.012520
4	2	26.625808	17.167508	8.291938	93.560377	32.688311	66.899140	94.079173	62.244808	0.573253	0.277955	0.258692	0.701375	0.706616	0.875138	0.638856	0.113008	141.896989	1.000000	40.866632	9.286874	2.000000	0.013447	0.339084	5.000000	0.044664	7.639179	5.000000	0.024972	0.089813	4.000000	0.060669	0.261800	4.000000	0.030579	0.467210	5.000000	0.011613	0.573015	1.000000	0.011722	0.532381	2.000000	11.746072	7.246810	3.000000	0.014358	1.176160	2.000000	55.370985	56.313808	3.000000	0.014412	2.054446	2.000000	0.054854	0.989215	6.000000	0.161546	23.311129	5.000000	0.087229	54.509537	6.000000	0.026883
5	1	28.153678	57.422353	29.208665	62.872306	1.022297	2.219759	62.909288	9.135674	0.728873	0.708054	0.894700	0.648525	0.115807	0.992018	0.567582	0.429767	31.024570	3.000000	92.826740	1.449113	5.000000	0.035187	0.340380	4.000000	0.020543	13.410510	1.000000	0.011306	0.092732	2.000000	0.048175	0.084931	6.000000	0.017892	1.138985	6.000000	0.035549	0.071117	6.000000	0.032636	0.147854	4.000000	57.252456	1.503935	5.000000	0.020484	1.132395	4.000000	15.167331	4.006091	3.000000	0.012306	11.204640	1.000000	0.013390	0.502673	6.000000	0.013265	48.039903	6.000000	0.040384	38.328092	4.000000	0.022428
6	1	55.999358	6.450567	46.777959	71.661601	53.948674	76.107277	66.089917	31.627984	0.902322	0.967063	0.617503	0.616483	0.914561	0.702381	0.335529	0.175758	146.844621	5.000000	80.742222	3.653324	5.000000	0.012255	0.425897	1.000000	0.118375	4.767421	3.000000	0.027258	0.098097	1.000000	0.090413	0.958455	3.000000	0.031793	0.574919	6.000000	0.016958	0.587198	1.000000	0.013377	0.317295	6.000000	37.195067	10.909988	6.000000	0.026058	0.180703	4.000000	74.991166	44.894142	6.000000	0.116633	7.575350	3.000000	0.148676	0.131277	2.000000	0.026034	15.727180	1.000000	0.045775	33.016065	6.000000	0.012297
7	2	68.926240	73.761399	42.949045	67.688655	44.260609	84.179249	30.819473	93.848019	0.783986	0.982977	0.478374	0.281276	0.591721	0.375015	0.876065	0.152469	170.372030	5.000000	79.998398	1.929235	5.000000	0.033708	0.374274	5.000000	0.077045	13.720126	3.000000	0.027998	0.381523	6.000000	0.019052	1.618880	3.000000	0.019766	0.673455	4.000000	0.028720	0.069321	4.000000	0.011602	0.752891	3.000000	98.513775	10.131044	5.000000	0.012812	0.740843	2.000000	9.725980	22.049401	2.000000	0.062669	1.890256	1.000000	0.015170	1.667432	6.000000	0.012706	19.895413	3.000000	0.034190	21.816092	3.000000	0.016395
8	1	64.381969	1.397479	32.786003	22.425423	23.708440	3.102309	15.163172	65.591121	0.603349	0.260907	0.470362	0.198982	0.557883	0.781272	0.344669	0.641515	143.698364	5.000000	5.108870	11.825069	5.000000	0.013169	0.659364	1.000000	0.048744	3.716437	1.000000	0.050137	0.628882	2.000000	0.016673	1.176048	3.000000	0.013755	0.258981	4.000000	0.012806	1.470618	1.000000	0.012969	0.983040	4.000000	34.114600	0.380022	2.000000	0.143252	0.713212	4.000000	74.843051	51.228698	2.000000	0.294447	7.401383	4.000000	0.012464	1.085823	6.000000	0.083059	10.953410	2.000000	0.029877	50.583832	2.000000	0.017550
9	1	25.915552	74.481124	90.726349	43.982002	70.907317	83.138690	45.618139	78.485046	0.201609	0.546184	0.175181	0.960531	0.243840	0.515905	0.555185	0.643266	85.837392	2.000000	32.015949	2.883440	1.000000	0.035947	0.625280	5.000000	0.035813	11.851370	3.000000	0.042276	0.317951	6.000000	0.017381	0.536076	1.000000	0.015625	1.251007	4.000000	0.010335	1.528433	3.000000	0.010159	1.077957	3.000000	79.381124	10.963569	2.000000	0.127132	1.382735	3.000000	22.562743	37.575867	4.000000	0.040631	11.712114	2.000000	0.016500	0.933674	2.000000	0.309249	53.117844	2.000000	0.010764	16.701453	3.000000	0.023479
10	2	88.929124	58.491277	72.948572	24.483021	22.029197	41.346084	3.884716	54.741332	0.308651	0.349075	0.831442	0.657826	0.139319	0.427188	0.654446	0.391653	54.373013	5.000000	32.688171	10.585097	3.000000	0.010390	0.778186	2.000000	0.015544	7.480769	5.000000	0.024013	0.452556	6.000000	0.079962	1.272738	4.000000	0.014717	0.492185	3.000000	0.010340	0.489740	4.000000	0.063310	0.823982	2.000000	71.588143	11.171207	4.000000	0.020230	0.363073	4.000000	68.099558	9.407288	6.000000	0.036416	9.555773	4.000000	0.014667	1.182125	5.000000	0.023505	21.527672	5.000000	0.027156	34.749103	2.000000	0.058661
